lorentzForce,siteDistance,vAve
1.60,-0.10,-7.95305e-06
1.60,-0.20,-5.15145e-05
1.60,-0.30,9.9477e-06
1.60,-0.40,-8.77506e-05
1.60,-0.50,-8.9236e-05
1.60,-0.60,-4.6577e-05
1.60,-0.70,-1.3194e-05
1.60,-0.80,-4.04591e-05
1.60,-0.90,-7.88548e-05
1.60,-1.00,-7.73109e-05
1.60,-1.10,7.7625e-06
1.60,-1.20,-6.88695e-05
1.60,-1.30,-5.36476e-05
1.60,-1.40,-8.61511e-05
1.60,-1.50,-8.2229e-06
1.60,-1.60,-2.73537e-05
1.60,-1.70,-6.33893e-05
1.60,-1.80,-8.63914e-05
1.60,-1.90,-1.41165e-05
1.60,-2.00,2.96535e-06
1.60,0.00,-1.85053e-05
1.60,0.10,-2.86169e-05
1.60,0.20,-8.87733e-05
1.60,0.30,-4.85955e-05
1.60,0.40,-4.8833e-05
1.60,0.50,-4.87262e-05
1.60,0.60,6.79385e-06
1.60,0.70,-2.62703e-05
1.60,0.80,2.51555e-06
1.60,0.90,-6.30753e-05
1.60,1.00,-6.0261e-05
1.60,1.10,-4.73105e-05
1.60,1.20,-7.0617e-05
1.60,1.30,-8.51669e-05
1.60,1.40,-5.08991e-05
1.60,1.50,-3.74478e-05
1.60,1.60,-6.80565e-06
1.60,1.70,-7.55407e-05
1.60,1.80,-5.38248e-05
1.60,1.90,-3.09702e-05
1.60,2.00,-5.04886e-05
1.62,-0.10,-6.71795e-06
1.62,-0.20,-5.05951e-05
1.62,-0.30,5.49815e-06
1.62,-0.40,-8.79812e-05
1.62,-0.50,-9.06441e-05
1.62,-0.60,-4.7775e-05
1.62,-0.70,-1.54273e-05
1.62,-0.80,-4.29248e-05
1.62,-0.90,-8.17985e-05
1.62,-1.00,-8.20146e-05
1.62,-1.10,3.10845e-06
1.62,-1.20,-7.48728e-05
1.62,-1.30,-6.03117e-05
1.62,-1.40,3.86005e-06
1.62,-1.50,-1.66024e-05
1.62,-1.60,-4.50893e-05
1.62,-1.70,-8.28172e-05
1.62,-1.80,-5.704e-07
1.62,-1.90,-2.85598e-05
1.62,-2.00,-1.3517e-05
1.62,0.00,-1.67512e-05
1.62,0.10,-3.10188e-05
1.62,0.20,-8.615e-05
1.62,0.30,-4.52111e-05
1.62,0.40,-4.98478e-05
1.62,0.50,-4.42346e-05
1.62,0.60,-8.80721e-05
1.62,0.70,-2.04717e-05
1.62,0.80,3.5111e-06
1.62,0.90,-5.54379e-05
1.62,1.00,-5.18177e-05
1.62,1.10,-3.81124e-05
1.62,1.20,-5.97253e-05
1.62,1.30,-8.04719e-05
1.62,1.40,-3.74613e-05
1.62,1.50,-2.32086e-05
1.62,1.60,9.62385e-06
1.62,1.70,-5.64945e-05
1.62,1.80,-3.34315e-05
1.62,1.90,-7.34735e-06
1.62,2.00,-2.54405e-05
1.64,-0.10,-1.02974e-05
1.64,-0.20,-4.98268e-05
1.64,-0.30,5.8364e-06
1.64,-0.40,7.117e-06
1.64,-0.50,8.6025e-06
1.64,-0.60,-5.40488e-05
