lorentzForce,siteDistance,vAve
1.00,0.00,0.212455
1.00,0.20,0.212455
1.00,0.40,0.212455
1.00,0.60,0.212455
1.00,0.80,0.212455
1.00,1.00,0.212455
3.00,0.00,0.637364
3.00,0.20,0.637364
3.00,0.40,0.637364
3.00,0.60,0.637364
3.00,0.80,0.637364
3.00,1.00,0.637364
5.00,0.00,1.06227
5.00,0.20,1.06227
5.00,0.40,1.06227
5.00,0.60,1.06227
5.00,0.80,1.06227
5.00,1.00,1.06227
7.00,0.00,1.48718
7.00,0.20,1.48718
7.00,0.40,1.48718
7.00,0.60,1.48718
7.00,0.80,1.48718
7.00,1.00,1.48718
9.00,0.00,1.91209
9.00,0.20,1.91209
9.00,0.40,1.91209
9.00,0.60,1.91209
9.00,0.80,1.91209
9.00,1.00,1.91209
