time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12
0.018,0.062506,0.108253,0.312506,0.108253,0.562506,0.108253,0.187506,0.324759,0.437506,0.324759,0.687506,0.324759,0.062506,0.541266,0.312506,0.541266,0.562506,0.541266,0.187506,0.757772,0.437506,0.757772,0.687506,0.757772
0.019,0.0625067,0.108253,0.312507,0.108253,0.562507,0.108253,0.187507,0.324759,0.437507,0.324759,0.687507,0.324759,0.0625067,0.541266,0.312507,0.541266,0.562507,0.541266,0.187507,0.757772,0.437507,0.757772,0.687507,0.757772
0.02,0.0625076,0.108253,0.312508,0.108253,0.562508,0.108253,0.187508,0.32476,0.437508,0.32476,0.687508,0.32476,0.0625076,0.541266,0.312508,0.541266,0.562508,0.541266,0.187508,0.757772,0.437508,0.757772,0.687508,0.757772
0.021,0.0625084,0.108253,0.312508,0.108253,0.562508,0.108253,0.187508,0.32476,0.437508,0.32476,0.687508,0.32476,0.0625084,0.541266,0.312508,0.541266,0.562508,0.541266,0.187508,0.757772,0.437508,0.757772,0.687508,0.757772
0.022,0.0625091,0.108253,0.312509,0.108253,0.562509,0.108253,0.187509,0.324759,0.437509,0.324759,0.687509,0.324759,0.0625091,0.541266,0.312509,0.541266,0.562509,0.541266,0.187509,0.757772,0.437509,0.757772,0.687509,0.757772
0.023,0.0625099,0.108253,0.31251,0.108253,0.56251,0.108253,0.18751,0.324759,0.43751,0.324759,0.68751,0.324759,0.0625099,0.541266,0.31251,0.541266,0.56251,0.541266,0.18751,0.757772,0.43751,0.757772,0.68751,0.757772
0.024,0.062511,0.108253,0.312511,0.108253,0.562511,0.108253,0.187511,0.32476,0.437511,0.32476,0.687511,0.32476,0.062511,0.541266,0.312511,0.541266,0.562511,0.541266,0.187511,0.757772,0.437511,0.757772,0.687511,0.757772
0.025,0.0625119,0.108253,0.312512,0.108253,0.562512,0.108253,0.187512,0.32476,0.437512,0.32476,0.687512,0.32476,0.0625119,0.541266,0.312512,0.541266,0.562512,0.541266,0.187512,0.757772,0.437512,0.757772,0.687512,0.757772
0.026,0.0625128,0.108253,0.312513,0.108253,0.562513,0.108253,0.187513,0.324759,0.437513,0.324759,0.687513,0.324759,0.0625128,0.541266,0.312513,0.541266,0.562513,0.541266,0.187513,0.757772,0.437513,0.757772,0.687513,0.757772
0.027,0.0625138,0.108253,0.312514,0.108253,0.562514,0.108253,0.187514,0.324759,0.437514,0.324759,0.687514,0.324759,0.0625138,0.541266,0.312514,0.541266,0.562514,0.541266,0.187514,0.757772,0.437514,0.757772,0.687514,0.757772
0.028,0.062515,0.108253,0.312515,0.108253,0.562515,0.108253,0.187515,0.32476,0.437515,0.32476,0.687515,0.32476,0.062515,0.541266,0.312515,0.541266,0.562515,0.541266,0.187515,0.757772,0.437515,0.757772,0.687515,0.757772
0.029,0.0625161,0.108253,0.312516,0.108253,0.562516,0.108253,0.187516,0.32476,0.437516,0.32476,0.687516,0.32476,0.0625161,0.541266,0.312516,0.541266,0.562516,0.541266,0.187516,0.757772,0.437516,0.757772,0.687516,0.757772
0.03,0.0625171,0.108253,0.312517,0.108253,0.562517,0.108253,0.187517,0.324759,0.437517,0.324759,0.687517,0.324759,0.0625171,0.541266,0.312517,0.541266,0.562517,0.541266,0.187517,0.757772,0.437517,0.757772,0.687517,0.757772
0.031,0.0625183,0.108253,0.312518,0.108253,0.562519,0.108253,0.187518,0.324759,0.437519,0.324759,0.687519,0.324759,0.0625183,0.541266,0.312518,0.541266,0.562519,0.541266,0.187518,0.757772,0.437519,0.757772,0.687519,0.757772
0.032,0.0625197,0.108253,0.31252,0.108253,0.56252,0.108253,0.18752,0.32476,0.43752,0.32476,0.68752,0.32476,0.0625197,0.541266,0.31252,0.541266,0.56252,0.541266,0.18752,0.757772,0.43752,0.757772,0.68752,0.757772
0.033,0.0625209,0.108253,0.312521,0.108253,0.562521,0.108253,0.187521,0.32476,0.437521,0.32476,0.687521,0.32476,0.0625209,0.541266,0.312521,0.541266,0.562521,0.541266,0.187521,0.757772,0.437521,0.757772,0.687521,0.757772
0.034,0.0625221,0.108253,0.312522,0.108253,0.562522,0.108253,0.187522,0.324759,0.437522,0.324759,0.687522,0.324759,0.0625221,0.541266,0.312522,0.541266,0.562522,0.541266,0.187522,0.757772,0.437522,0.757772,0.687522,0.757772
0.035,0.0625234,0.108253,0.312523,0.108253,0.562524,0.108253,0.187523,0.324759,0.437524,0.324759,0.687524,0.324759,0.0625234,0.541266,0.312523,0.541266,0.562524,0.541266,0.187523,0.757772,0.437524,0.757772,0.687524,0.757772
0.036,0.0625249,0.108253,0.312525,0.108253,0.562525,0.108253,0.187525,0.32476,0.437525,0.32476,0.687525,0.32476,0.0625249,0.541266,0.312525,0.541266,0.562525,0.541266,0.187525,0.757772,0.437525,0.757772,0.687525,0.757772
0.037,0.0625263,0.108253,0.312526,0.108253,0.562526,0.108253,0.187526,0.32476,0.437526,0.32476,0.687526,0.32476,0.0625263,0.541266,0.312526,0.541266,0.562526,0.541266,0.187526,0.757772,0.437526,0.757772,0.687526,0.757772
0.038,0.0625277,0.108253,0.312528,0.108253,0.562528,0.108253,0.187528,0.324759,0.437528,0.324759,0.687528,0.324759,0.0625277,0.541266,0.312528,0.541266,0.562528,0.541266,0.187528,0.757772,0.437528,0.757772,0.687528,0.757772
0.039,0.0625292,0.108253,0.312529,0.108253,0.562529,0.108253,0.187529,0.324759,0.437529,0.324759,0.687529,0.324759,0.0625292,0.541266,0.312529,0.541266,0.562529,0.541266,0.187529,0.757772,0.437529,0.757772,0.687529,0.757772
0.04,0.0625308,0.108253,0.312531,0.108253,0.562531,0.108253,0.187531,0.32476,0.437531,0.32476,0.687531,0.32476,0.0625308,0.541266,0.312531,0.541266,0.562531,0.541266,0.187531,0.757772,0.437531,0.757772,0.687531,0.757772
