time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12
0.228,0.0634618,0.108253,0.313462,0.108253,0.563462,0.108253,0.188462,0.32476,0.438462,0.32476,0.688462,0.32476,0.0634618,0.541266,0.313462,0.541266,0.563462,0.541266,0.188462,0.757772,0.438462,0.757772,0.688462,0.757772
0.229,0.06347,0.108253,0.31347,0.108253,0.56347,0.108253,0.18847,0.32476,0.43847,0.32476,0.68847,0.32476,0.06347,0.541266,0.31347,0.541266,0.56347,0.541266,0.18847,0.757772,0.43847,0.757772,0.68847,0.757772
0.23,0.063478,0.108253,0.313478,0.108253,0.563478,0.108253,0.188478,0.324759,0.438478,0.324759,0.688478,0.324759,0.063478,0.541266,0.313478,0.541266,0.563478,0.541266,0.188478,0.757772,0.438478,0.757772,0.688478,0.757772
0.231,0.0634863,0.108253,0.313486,0.108253,0.563486,0.108253,0.188486,0.324759,0.438486,0.324759,0.688486,0.324759,0.0634863,0.541266,0.313486,0.541266,0.563486,0.541266,0.188486,0.757772,0.438486,0.757772,0.688486,0.757772
0.232,0.0634946,0.108253,0.313495,0.108253,0.563495,0.108253,0.188495,0.32476,0.438495,0.32476,0.688495,0.32476,0.0634946,0.541266,0.313495,0.541266,0.563495,0.541266,0.188495,0.757772,0.438495,0.757772,0.688495,0.757772
0.233,0.0635029,0.108253,0.313503,0.108253,0.563503,0.108253,0.188503,0.32476,0.438503,0.32476,0.688503,0.32476,0.0635029,0.541266,0.313503,0.541266,0.563503,0.541266,0.188503,0.757772,0.438503,0.757772,0.688503,0.757772
0.234,0.0635111,0.108253,0.313511,0.108253,0.563511,0.108253,0.188511,0.324759,0.438511,0.324759,0.688511,0.324759,0.0635111,0.541266,0.313511,0.541266,0.563511,0.541266,0.188511,0.757772,0.438511,0.757772,0.688511,0.757772
0.235,0.0635195,0.108253,0.313519,0.108253,0.56352,0.108253,0.188519,0.324759,0.43852,0.324759,0.68852,0.324759,0.0635195,0.541266,0.313519,0.541266,0.56352,0.541266,0.188519,0.757772,0.43852,0.757772,0.68852,0.757772
0.236,0.063528,0.108253,0.313528,0.108253,0.563528,0.108253,0.188528,0.32476,0.438528,0.32476,0.688528,0.32476,0.063528,0.541266,0.313528,0.541266,0.563528,0.541266,0.188528,0.757772,0.438528,0.757772,0.688528,0.757772
0.237,0.0635364,0.108253,0.313536,0.108253,0.563536,0.108253,0.188536,0.32476,0.438536,0.32476,0.688536,0.32476,0.0635364,0.541266,0.313536,0.541266,0.563536,0.541266,0.188536,0.757772,0.438536,0.757772,0.688536,0.757772
0.238,0.0635447,0.108253,0.313545,0.108253,0.563545,0.108253,0.188545,0.324759,0.438545,0.324759,0.688545,0.324759,0.0635447,0.541266,0.313545,0.541266,0.563545,0.541266,0.188545,0.757772,0.438545,0.757772,0.688545,0.757772
0.239,0.0635532,0.108253,0.313553,0.108253,0.563553,0.108253,0.188553,0.324759,0.438553,0.324759,0.688553,0.324759,0.0635532,0.541266,0.313553,0.541266,0.563553,0.541266,0.188553,0.757772,0.438553,0.757772,0.688553,0.757772
0.24,0.0635618,0.108253,0.313562,0.108253,0.563562,0.108253,0.188562,0.32476,0.438562,0.32476,0.688562,0.32476,0.0635618,0.541266,0.313562,0.541266,0.563562,0.541266,0.188562,0.757772,0.438562,0.757772,0.688562,0.757772
0.241,0.0635704,0.108253,0.31357,0.108253,0.56357,0.108253,0.18857,0.32476,0.43857,0.32476,0.68857,0.32476,0.0635704,0.541266,0.31357,0.541266,0.56357,0.541266,0.18857,0.757772,0.43857,0.757772,0.68857,0.757772
0.242,0.0635788,0.108253,0.313579,0.108253,0.563579,0.108253,0.188579,0.324759,0.438579,0.324759,0.688579,0.324759,0.0635788,0.541266,0.313579,0.541266,0.563579,0.541266,0.188579,0.757772,0.438579,0.757772,0.688579,0.757772
0.243,0.0635874,0.108253,0.313587,0.108253,0.563588,0.108253,0.188587,0.324759,0.438588,0.324759,0.688588,0.324759,0.0635874,0.541266,0.313587,0.541266,0.563588,0.541266,0.188587,0.757772,0.438588,0.757772,0.688588,0.757772
0.244,0.0635962,0.108253,0.313596,0.108253,0.563596,0.108253,0.188596,0.32476,0.438596,0.32476,0.688596,0.32476,0.0635962,0.541266,0.313596,0.541266,0.563596,0.541266,0.188596,0.757772,0.438596,0.757772,0.688596,0.757772
0.245,0.0636049,0.108253,0.313605,0.108253,0.563605,0.108253,0.188605,0.32476,0.438605,0.32476,0.688605,0.32476,0.0636049,0.541266,0.313605,0.541266,0.563605,0.541266,0.188605,0.757772,0.438605,0.757772,0.688605,0.757772
0.246,0.0636134,0.108253,0.313613,0.108253,0.563614,0.108253,0.188613,0.324759,0.438614,0.324759,0.688614,0.324759,0.0636134,0.541266,0.313613,0.541266,0.563614,0.541266,0.188613,0.757772,0.438614,0.757772,0.688614,0.757772
0.247,0.0636222,0.108253,0.313622,0.108253,0.563622,0.108253,0.188622,0.324759,0.438622,0.324759,0.688622,0.324759,0.0636222,0.541266,0.313622,0.541266,0.563622,0.541266,0.188622,0.757772,0.438622,0.757772,0.688622,0.757772
0.248,0.0636311,0.108253,0.313631,0.108253,0.563631,0.108253,0.188631,0.32476,0.438631,0.32476,0.688631,0.32476,0.0636311,0.541266,0.313631,0.541266,0.563631,0.541266,0.188631,0.757772,0.438631,0.757772,0.688631,0.757772
0.249,0.0636398,0.108253,0.31364,0.108253,0.56364,0.108253,0.18864,0.32476,0.43864,0.32476,0.68864,0.32476,0.0636398,0.541266,0.31364,0.541266,0.56364,0.541266,0.18864,0.757772,0.43864,0.757772,0.68864,0.757772
0.25,0.0636486,0.108253,0.313649,0.108253,0.563649,0.108253,0.188649,0.324759,0.438649,0.324759,0.688649,0.324759,0.0636486,0.541266,0.313649,0.541266,0.563649,0.541266,0.188649,0.757772,0.438649,0.757772,0.688649,0.757772
0.251,0.0636574,0.108253,0.313657,0.108253,0.563658,0.108253,0.188657,0.324759,0.438658,0.324759,0.688658,0.324759,0.0636574,0.541266,0.313657,0.541266,0.563658,0.541266,0.188657,0.757772,0.438658,0.757772,0.688658,0.757772
0.252,0.0636664,0.108253,0.313666,0.108253,0.563666,0.108253,0.188666,0.32476,0.438666,0.32476,0.688666,0.32476,0.0636664,0.541266,0.313666,0.541266,0.563666,0.541266,0.188666,0.757772,0.438666,0.757772,0.688666,0.757772
0.253,0.0636753,0.108253,0.313675,0.108253,0.563675,0.108253,0.188675,0.32476,0.438675,0.32476,0.688675,0.32476,0.0636753,0.541266,0.313675,0.541266,0.563675,0.541266,0.188675,0.757772,0.438675,0.757772,0.688675,0.757772
0.254,0.0636842,0.108253,0.313684,0.108253,0.563684,0.108253,0.188684,0.324759,0.438684,0.324759,0.688684,0.324759,0.0636842,0.541266,0.313684,0.541266,0.563684,0.541266,0.188684,0.757772,0.438684,0.757772,0.688684,0.757772
0.255,0.0636931,0.108253,0.313693,0.108253,0.563693,0.108253,0.188693,0.324759,0.438693,0.324759,0.688693,0.324759,0.0636931,0.541266,0.313693,0.541266,0.563693,0.541266,0.188693,0.757772,0.438693,0.757772,0.688693,0.757772
0.256,0.0637023,0.108253,0.313702,0.108253,0.563702,0.108253,0.188702,0.32476,0.438702,0.32476,0.688702,0.32476,0.0637023,0.541266,0.313702,0.541266,0.563702,0.541266,0.188702,0.757772,0.438702,0.757772,0.688702,0.757772
0.257,0.0637113,0.108253,0.313711,0.108253,0.563711,0.108253,0.188711,0.32476,0.438711,0.32476,0.688711,0.32476,0.0637113,0.541266,0.313711,0.541266,0.563711,0.541266,0.188711,0.757772,0.438711,0.757772,0.688711,0.757772
0.258,0.0637203,0.108253,0.31372,0.108253,0.56372,0.108253,0.18872,0.324759,0.43872,0.324759,0.68872,0.324759,0.0637203,0.541266,0.31372,0.541266,0.56372,0.541266,0.18872,0.757772,0.43872,0.757772,0.68872,0.757772
0.259,0.0637294,0.108253,0.313729,0.108253,0.56373,0.108253,0.188729,0.324759,0.43873,0.324759,0.68873,0.324759,0.0637294,0.541266,0.313729,0.541266,0.56373,0.541266,0.188729,0.757772,0.43873,0.757772,0.68873,0.757772
0.26,0.0637386,0.108253,0.313739,0.108253,0.563739,0.108253,0.188739,0.32476,0.438739,0.32476,0.688739,0.32476,0.0637386,0.541266,0.313739,0.541266,0.563739,0.541266,0.188739,0.757772,0.438739,0.757772,0.688739,0.757772
0.261,0.0637478,0.108253,0.313748,0.108253,0.563748,0.108253,0.188748,0.32476,0.438748,0.32476,0.688748,0.32476,0.0637478,0.541266,0.313748,0.541266,0.563748,0.541266,0.188748,0.757772,0.438748,0.757772,0.688748,0.757772
0.262,0.0637569,0.108253,0.313757,0.108253,0.563757,0.108253,0.188757,0.324759,0.438757,0.324759,0.688757,0.324759,0.0637569,0.541266,0.313757,0.541266,0.563757,0.541266,0.188757,0.757772,0.438757,0.757772,0.688757,0.757772
0.263,0.0637661,0.108253,0.313766,0.108253,0.563766,0.108253,0.188766,0.324759,0.438766,0.324759,0.688766,0.324759,0.0637661,0.541266,0.313766,0.541266,0.563766,0.541266,0.188766,0.757772,0.438766,0.757772,0.688766,0.757772
0.264,0.0637755,0.108253,0.313775,0.108253,0.563775,0.108253,0.188775,0.32476,0.438775,0.32476,0.688775,0.32476,0.0637755,0.541266,0.313775,0.541266,0.563775,0.541266,0.188775,0.757772,0.438775,0.757772,0.688775,0.757772
0.265,0.0637848,0.108253,0.313785,0.108253,0.563785,0.108253,0.188785,0.32476,0.438785,0.32476,0.688785,0.32476,0.0637848,0.541266,0.313785,0.541266,0.563785,0.541266,0.188785,0.757772,0.438785,0.757772,0.688785,0.757772
0.266,0.063794,0.108253,0.313794,0.108253,0.563794,0.108253,0.188794,0.324759,0.438794,0.324759,0.688794,0.324759,0.063794,0.541266,0.313794,0.541266,0.563794,0.541266,0.188794,0.757772,0.438794,0.757772,0.688794,0.757772
0.267,0.0638033,0.108253,0.313803,0.108253,0.563804,0.108253,0.188803,0.324759,0.438804,0.324759,0.688804,0.324759,0.0638033,0.541266,0.313803,0.541266,0.563804,0.541266,0.188803,0.757772,0.438804,0.757772,0.688804,0.757772
0.268,0.0638128,0.108253,0.313813,0.108253,0.563813,0.108253,0.188813,0.32476,0.438813,0.32476,0.688813,0.32476,0.0638128,0.541266,0.313813,0.541266,0.563813,0.541266,0.188813,0.757772,0.438813,0.757772,0.688813,0.757772
0.269,0.0638222,0.108253,0.313822,0.108253,0.563822,0.108253,0.188822,0.32476,0.438822,0.32476,0.688822,0.32476,0.0638222,0.541266,0.313822,0.541266,0.563822,0.541266,0.188822,0.757772,0.438822,0.757772,0.688822,0.757772
0.27,0.0638316,0.108253,0.313832,0.108253,0.563832,0.108253,0.188832,0.324759,0.438832,0.324759,0.688832,0.324759,0.0638316,0.541266,0.313832,0.541266,0.563832,0.541266,0.188832,0.757772,0.438832,0.757772,0.688832,0.757772
0.271,0.063841,0.108253,0.313841,0.108253,0.563841,0.108253,0.188841,0.324759,0.438841,0.324759,0.688841,0.324759,0.063841,0.541266,0.313841,0.541266,0.563841,0.541266,0.188841,0.757772,0.438841,0.757772,0.688841,0.757772
0.272,0.0638506,0.108253,0.313851,0.108253,0.563851,0.108253,0.188851,0.32476,0.438851,0.32476,0.688851,0.32476,0.0638506,0.541266,0.313851,0.541266,0.563851,0.541266,0.188851,0.757772,0.438851,0.757772,0.688851,0.757772
0.273,0.0638602,0.108253,0.31386,0.108253,0.56386,0.108253,0.18886,0.32476,0.43886,0.32476,0.68886,0.32476,0.0638602,0.541266,0.31386,0.541266,0.56386,0.541266,0.18886,0.757772,0.43886,0.757772,0.68886,0.757772
0.274,0.0638696,0.108253,0.31387,0.108253,0.56387,0.108253,0.18887,0.324759,0.43887,0.324759,0.68887,0.324759,0.0638696,0.541266,0.31387,0.541266,0.56387,0.541266,0.18887,0.757772,0.43887,0.757772,0.68887,0.757772
0.275,0.0638792,0.108253,0.313879,0.108253,0.563879,0.108253,0.188879,0.324759,0.438879,0.324759,0.688879,0.324759,0.0638792,0.541266,0.313879,0.541266,0.563879,0.541266,0.188879,0.757772,0.438879,0.757772,0.688879,0.757772
0.276,0.063889,0.108253,0.313889,0.108253,0.563889,0.108253,0.188889,0.32476,0.438889,0.32476,0.688889,0.32476,0.063889,0.541266,0.313889,0.541266,0.563889,0.541266,0.188889,0.757772,0.438889,0.757772,0.688889,0.757772
0.277,0.0638986,0.108253,0.313899,0.108253,0.563899,0.108253,0.188899,0.32476,0.438899,0.32476,0.688899,0.32476,0.0638986,0.541266,0.313899,0.541266,0.563899,0.541266,0.188899,0.757772,0.438899,0.757772,0.688899,0.757772
0.278,0.0639082,0.108253,0.313908,0.108253,0.563908,0.108253,0.188908,0.324759,0.438908,0.324759,0.688908,0.324759,0.0639082,0.541266,0.313908,0.541266,0.563908,0.541266,0.188908,0.757772,0.438908,0.757772,0.688908,0.757772
0.279,0.0639179,0.108253,0.313918,0.108253,0.563918,0.108253,0.188918,0.324759,0.438918,0.324759,0.688918,0.324759,0.0639179,0.541266,0.313918,0.541266,0.563918,0.541266,0.188918,0.757772,0.438918,0.757772,0.688918,0.757772
0.28,0.0639278,0.108253,0.313928,0.108253,0.563928,0.108253,0.188928,0.32476,0.438928,0.32476,0.688928,0.32476,0.0639278,0.541266,0.313928,0.541266,0.563928,0.541266,0.188928,0.757772,0.438928,0.757772,0.688928,0.757772
0.281,0.0639376,0.108253,0.313938,0.108253,0.563938,0.108253,0.188938,0.32476,0.438938,0.32476,0.688938,0.32476,0.0639375,0.541266,0.313938,0.541266,0.563938,0.541266,0.188938,0.757772,0.438938,0.757772,0.688938,0.757772
0.282,0.0639472,0.108253,0.313947,0.108253,0.563947,0.108253,0.188947,0.324759,0.438947,0.324759,0.688947,0.324759,0.0639472,0.541266,0.313947,0.541266,0.563947,0.541266,0.188947,0.757772,0.438947,0.757772,0.688947,0.757772
0.283,0.0639571,0.108253,0.313957,0.108253,0.563957,0.108253,0.188957,0.324759,0.438957,0.324759,0.688957,0.324759,0.0639571,0.541266,0.313957,0.541266,0.563957,0.541266,0.188957,0.757772,0.438957,0.757772,0.688957,0.757772
0.284,0.0639671,0.108253,0.313967,0.108253,0.563967,0.108253,0.188967,0.32476,0.438967,0.32476,0.688967,0.32476,0.0639671,0.541266,0.313967,0.541266,0.563967,0.541266,0.188967,0.757772,0.438967,0.757772,0.688967,0.757772
0.285,0.063977,0.108253,0.313977,0.108253,0.563977,0.108253,0.188977,0.32476,0.438977,0.32476,0.688977,0.32476,0.063977,0.541266,0.313977,0.541266,0.563977,0.541266,0.188977,0.757772,0.438977,0.757772,0.688977,0.757772
0.286,0.0639868,0.108253,0.313987,0.108253,0.563987,0.108253,0.188987,0.324759,0.438987,0.324759,0.688987,0.324759,0.0639868,0.541266,0.313987,0.541266,0.563987,0.541266,0.188987,0.757772,0.438987,0.757772,0.688987,0.757772
0.287,0.0639967,0.108253,0.313997,0.108253,0.563997,0.108253,0.188997,0.324759,0.438997,0.324759,0.688997,0.324759,0.0639967,0.541266,0.313997,0.541266,0.563997,0.541266,0.188997,0.757772,0.438997,0.757772,0.688997,0.757772
0.288,0.0640068,0.108253,0.314007,0.108253,0.564007,0.108253,0.189007,0.32476,0.439007,0.32476,0.689007,0.32476,0.0640068,0.541266,0.314007,0.541266,0.564007,0.541266,0.189007,0.757772,0.439007,0.757772,0.689007,0.757772
0.289,0.0640169,0.108253,0.314017,0.108253,0.564017,0.108253,0.189017,0.32476,0.439017,0.32476,0.689017,0.32476,0.0640169,0.541266,0.314017,0.541266,0.564017,0.541266,0.189017,0.757772,0.439017,0.757772,0.689017,0.757772
0.29,0.0640268,0.108253,0.314027,0.108253,0.564027,0.108253,0.189027,0.324759,0.439027,0.324759,0.689027,0.324759,0.0640268,0.541266,0.314027,0.541266,0.564027,0.541266,0.189027,0.757772,0.439027,0.757772,0.689027,0.757772
0.291,0.0640369,0.108253,0.314037,0.108253,0.564037,0.108253,0.189037,0.324759,0.439037,0.324759,0.689037,0.324759,0.0640369,0.541266,0.314037,0.541266,0.564037,0.541266,0.189037,0.757772,0.439037,0.757772,0.689037,0.757772
0.292,0.0640471,0.108253,0.314047,0.108253,0.564047,0.108253,0.189047,0.32476,0.439047,0.32476,0.689047,0.32476,0.0640471,0.541266,0.314047,0.541266,0.564047,0.541266,0.189047,0.757772,0.439047,0.757772,0.689047,0.757772
0.293,0.0640572,0.108253,0.314057,0.108253,0.564057,0.108253,0.189057,0.32476,0.439057,0.32476,0.689057,0.32476,0.0640572,0.541266,0.314057,0.541266,0.564057,0.541266,0.189057,0.757772,0.439057,0.757772,0.689057,0.757772
0.294,0.0640673,0.108253,0.314067,0.108253,0.564067,0.108253,0.189067,0.324759,0.439067,0.324759,0.689067,0.324759,0.0640673,0.541266,0.314067,0.541266,0.564067,0.541266,0.189067,0.757772,0.439067,0.757772,0.689067,0.757772
0.295,0.0640775,0.108253,0.314077,0.108253,0.564078,0.108253,0.189077,0.324759,0.439078,0.324759,0.689078,0.324759,0.0640775,0.541266,0.314077,0.541266,0.564078,0.541266,0.189077,0.757772,0.439078,0.757772,0.689078,0.757772
0.296,0.0640878,0.108253,0.314088,0.108253,0.564088,0.108253,0.189088,0.32476,0.439088,0.32476,0.689088,0.32476,0.0640878,0.541266,0.314088,0.541266,0.564088,0.541266,0.189088,0.757772,0.439088,0.757772,0.689088,0.757772
0.297,0.0640981,0.108253,0.314098,0.108253,0.564098,0.108253,0.189098,0.32476,0.439098,0.32476,0.689098,0.32476,0.0640981,0.541266,0.314098,0.541266,0.564098,0.541266,0.189098,0.757772,0.439098,0.757772,0.689098,0.757772
0.298,0.0641083,0.108253,0.314108,0.108253,0.564108,0.108253,0.189108,0.324759,0.439108,0.324759,0.689108,0.324759,0.0641083,0.541266,0.314108,0.541266,0.564108,0.541266,0.189108,0.757772,0.439108,0.757772,0.689108,0.757772
0.299,0.0641186,0.108253,0.314119,0.108253,0.564119,0.108253,0.189119,0.324759,0.439119,0.324759,0.689119,0.324759,0.0641186,0.541266,0.314119,0.541266,0.564119,0.541266,0.189119,0.757772,0.439119,0.757772,0.689119,0.757772
0.3,0.064129,0.108253,0.314129,0.108253,0.564129,0.108253,0.189129,0.32476,0.439129,0.32476,0.689129,0.32476,0.064129,0.541266,0.314129,0.541266,0.564129,0.541266,0.189129,0.757772,0.439129,0.757772,0.689129,0.757772
0.301,0.0641394,0.108253,0.314139,0.108253,0.564139,0.108253,0.189139,0.32476,0.439139,0.32476,0.689139,0.32476,0.0641394,0.541266,0.314139,0.541266,0.564139,0.541266,0.189139,0.757772,0.439139,0.757772,0.689139,0.757772
0.302,0.0641497,0.108253,0.31415,0.108253,0.56415,0.108253,0.18915,0.324759,0.43915,0.324759,0.68915,0.324759,0.0641497,0.541266,0.31415,0.541266,0.56415,0.541266,0.18915,0.757772,0.43915,0.757772,0.68915,0.757772
0.303,0.0641601,0.108253,0.31416,0.108253,0.56416,0.108253,0.18916,0.324759,0.43916,0.324759,0.68916,0.324759,0.0641601,0.541266,0.31416,0.541266,0.56416,0.541266,0.18916,0.757772,0.43916,0.757772,0.68916,0.757772
0.304,0.0641707,0.108253,0.314171,0.108253,0.564171,0.108253,0.189171,0.32476,0.439171,0.32476,0.689171,0.32476,0.0641707,0.541266,0.314171,0.541266,0.564171,0.541266,0.189171,0.757772,0.439171,0.757772,0.689171,0.757772
0.305,0.0641812,0.108253,0.314181,0.108253,0.564181,0.108253,0.189181,0.32476,0.439181,0.32476,0.689181,0.32476,0.0641812,0.541266,0.314181,0.541266,0.564181,0.541266,0.189181,0.757772,0.439181,0.757772,0.689181,0.757772
0.306,0.0641916,0.108253,0.314192,0.108253,0.564192,0.108253,0.189192,0.324759,0.439192,0.324759,0.689192,0.324759,0.0641916,0.541266,0.314192,0.541266,0.564192,0.541266,0.189192,0.757772,0.439192,0.757772,0.689192,0.757772
0.307,0.0642022,0.108253,0.314202,0.108253,0.564202,0.108253,0.189202,0.324759,0.439202,0.324759,0.689202,0.324759,0.0642022,0.541266,0.314202,0.541266,0.564202,0.541266,0.189202,0.757772,0.439202,0.757772,0.689202,0.757772
0.308,0.0642129,0.108253,0.314213,0.108253,0.564213,0.108253,0.189213,0.32476,0.439213,0.32476,0.689213,0.32476,0.0642129,0.541266,0.314213,0.541266,0.564213,0.541266,0.189213,0.757772,0.439213,0.757772,0.689213,0.757772
0.309,0.0642235,0.108253,0.314223,0.108253,0.564223,0.108253,0.189223,0.32476,0.439223,0.32476,0.689223,0.32476,0.0642235,0.541266,0.314223,0.541266,0.564223,0.541266,0.189223,0.757772,0.439223,0.757772,0.689223,0.757772
0.31,0.064234,0.108253,0.314234,0.108253,0.564234,0.108253,0.189234,0.324759,0.439234,0.324759,0.689234,0.324759,0.064234,0.541266,0.314234,0.541266,0.564234,0.541266,0.189234,0.757772,0.439234,0.757772,0.689234,0.757772
0.311,0.0642447,0.108253,0.314245,0.108253,0.564245,0.108253,0.189245,0.324759,0.439245,0.324759,0.689245,0.324759,0.0642447,0.541266,0.314245,0.541266,0.564245,0.541266,0.189245,0.757772,0.439245,0.757772,0.689245,0.757772
0.312,0.0642555,0.108253,0.314255,0.108253,0.564255,0.108253,0.189255,0.32476,0.439255,0.32476,0.689255,0.32476,0.0642555,0.541266,0.314255,0.541266,0.564255,0.541266,0.189255,0.757772,0.439255,0.757772,0.689255,0.757772
0.313,0.0642662,0.108253,0.314266,0.108253,0.564266,0.108253,0.189266,0.32476,0.439266,0.32476,0.689266,0.32476,0.0642662,0.541266,0.314266,0.541266,0.564266,0.541266,0.189266,0.757772,0.439266,0.757772,0.689266,0.757772
0.314,0.0642769,0.108253,0.314277,0.108253,0.564277,0.108253,0.189277,0.324759,0.439277,0.324759,0.689277,0.324759,0.0642769,0.541266,0.314277,0.541266,0.564277,0.541266,0.189277,0.757772,0.439277,0.757772,0.689277,0.757772
0.315,0.0642877,0.108253,0.314288,0.108253,0.564288,0.108253,0.189288,0.324759,0.439288,0.324759,0.689288,0.324759,0.0642877,0.541266,0.314288,0.541266,0.564288,0.541266,0.189288,0.757772,0.439288,0.757772,0.689288,0.757772
0.316,0.0642986,0.108253,0.314299,0.108253,0.564299,0.108253,0.189299,0.32476,0.439299,0.32476,0.689299,0.32476,0.0642986,0.541266,0.314299,0.541266,0.564299,0.541266,0.189299,0.757772,0.439299,0.757772,0.689299,0.757772
0.317,0.0643094,0.108253,0.314309,0.108253,0.564309,0.108253,0.189309,0.32476,0.439309,0.32476,0.689309,0.32476,0.0643094,0.541266,0.314309,0.541266,0.564309,0.541266,0.189309,0.757772,0.439309,0.757772,0.689309,0.757772
0.318,0.0643202,0.108253,0.31432,0.108253,0.56432,0.108253,0.18932,0.324759,0.43932,0.324759,0.68932,0.324759,0.0643202,0.541266,0.31432,0.541266,0.56432,0.541266,0.18932,0.757772,0.43932,0.757772,0.68932,0.757772
0.319,0.0643311,0.108253,0.314331,0.108253,0.564331,0.108253,0.189331,0.324759,0.439331,0.324759,0.689331,0.324759,0.0643311,0.541266,0.314331,0.541266,0.564331,0.541266,0.189331,0.757772,0.439331,0.757772,0.689331,0.757772
0.32,0.0643421,0.108253,0.314342,0.108253,0.564342,0.108253,0.189342,0.32476,0.439342,0.32476,0.689342,0.32476,0.0643421,0.541266,0.314342,0.541266,0.564342,0.541266,0.189342,0.757772,0.439342,0.757772,0.689342,0.757772
0.321,0.0643531,0.108253,0.314353,0.108253,0.564353,0.108253,0.189353,0.32476,0.439353,0.32476,0.689353,0.32476,0.0643531,0.541266,0.314353,0.541266,0.564353,0.541266,0.189353,0.757772,0.439353,0.757772,0.689353,0.757772
0.322,0.064364,0.108253,0.314364,0.108253,0.564364,0.108253,0.189364,0.324759,0.439364,0.324759,0.689364,0.324759,0.064364,0.541266,0.314364,0.541266,0.564364,0.541266,0.189364,0.757772,0.439364,0.757772,0.689364,0.757772
0.323,0.064375,0.108253,0.314375,0.108253,0.564375,0.108253,0.189375,0.324759,0.439375,0.324759,0.689375,0.324759,0.064375,0.541266,0.314375,0.541266,0.564375,0.541266,0.189375,0.757772,0.439375,0.757772,0.689375,0.757772
0.324,0.0643862,0.108253,0.314386,0.108253,0.564386,0.108253,0.189386,0.32476,0.439386,0.32476,0.689386,0.32476,0.0643862,0.541266,0.314386,0.541266,0.564386,0.541266,0.189386,0.757772,0.439386,0.757772,0.689386,0.757772
0.325,0.0643973,0.108253,0.314397,0.108253,0.564397,0.108253,0.189397,0.32476,0.439397,0.32476,0.689397,0.32476,0.0643973,0.541266,0.314397,0.541266,0.564397,0.541266,0.189397,0.757772,0.439397,0.757772,0.689397,0.757772
0.326,0.0644083,0.108253,0.314408,0.108253,0.564408,0.108253,0.189408,0.324759,0.439408,0.324759,0.689408,0.324759,0.0644083,0.541266,0.314408,0.541266,0.564408,0.541266,0.189408,0.757772,0.439408,0.757772,0.689408,0.757772
0.327,0.0644194,0.108253,0.314419,0.108253,0.56442,0.108253,0.189419,0.324759,0.43942,0.324759,0.68942,0.324759,0.0644194,0.541266,0.314419,0.541266,0.56442,0.541266,0.189419,0.757772,0.43942,0.757772,0.68942,0.757772
0.328,0.0644307,0.108253,0.314431,0.108253,0.564431,0.108253,0.189431,0.32476,0.439431,0.32476,0.689431,0.32476,0.0644307,0.541266,0.314431,0.541266,0.564431,0.541266,0.189431,0.757772,0.439431,0.757772,0.689431,0.757772
0.329,0.0644419,0.108253,0.314442,0.108253,0.564442,0.108253,0.189442,0.32476,0.439442,0.32476,0.689442,0.32476,0.0644419,0.541266,0.314442,0.541266,0.564442,0.541266,0.189442,0.757772,0.439442,0.757772,0.689442,0.757772
0.33,0.064453,0.108253,0.314453,0.108253,0.564453,0.108253,0.189453,0.324759,0.439453,0.324759,0.689453,0.324759,0.064453,0.541266,0.314453,0.541266,0.564453,0.541266,0.189453,0.757772,0.439453,0.757772,0.689453,0.757772
0.331,0.0644642,0.108253,0.314464,0.108253,0.564464,0.108253,0.189464,0.324759,0.439464,0.324759,0.689464,0.324759,0.0644642,0.541266,0.314464,0.541266,0.564464,0.541266,0.189464,0.757772,0.439464,0.757772,0.689464,0.757772
0.332,0.0644756,0.108253,0.314476,0.108253,0.564476,0.108253,0.189476,0.32476,0.439476,0.32476,0.689476,0.32476,0.0644756,0.541266,0.314476,0.541266,0.564476,0.541266,0.189476,0.757772,0.439476,0.757772,0.689476,0.757772
0.333,0.0644869,0.108253,0.314487,0.108253,0.564487,0.108253,0.189487,0.32476,0.439487,0.32476,0.689487,0.32476,0.0644869,0.541266,0.314487,0.541266,0.564487,0.541266,0.189487,0.757772,0.439487,0.757772,0.689487,0.757772
0.334,0.0644982,0.108253,0.314498,0.108253,0.564498,0.108253,0.189498,0.324759,0.439498,0.324759,0.689498,0.324759,0.0644982,0.541266,0.314498,0.541266,0.564498,0.541266,0.189498,0.757772,0.439498,0.757772,0.689498,0.757772
0.335,0.0645095,0.108253,0.31451,0.108253,0.56451,0.108253,0.18951,0.324759,0.43951,0.324759,0.68951,0.324759,0.0645095,0.541266,0.31451,0.541266,0.56451,0.541266,0.18951,0.757772,0.43951,0.757772,0.68951,0.757772
0.336,0.064521,0.108253,0.314521,0.108253,0.564521,0.108253,0.189521,0.32476,0.439521,0.32476,0.689521,0.32476,0.064521,0.541266,0.314521,0.541266,0.564521,0.541266,0.189521,0.757772,0.439521,0.757772,0.689521,0.757772
0.337,0.0645325,0.108253,0.314532,0.108253,0.564532,0.108253,0.189532,0.32476,0.439532,0.32476,0.689532,0.32476,0.0645325,0.541266,0.314532,0.541266,0.564532,0.541266,0.189532,0.757772,0.439532,0.757772,0.689532,0.757772
