time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,4.19141e-05,-6.26615e-05,-4.24334e-05,-8.366e-05,8.08883e-05,-8.366e-05,-1.40038e-06,0.000116007,2.47115e-06,0.000102162,5.17606e-05,0.000109277
0.002,0.000118996,-2.1739e-05,-4.43115e-05,-6.54731e-05,0.000155255,-6.63375e-05,1.66611e-05,0.000239403,2.50646e-05,0.000197877,0.000134394,0.000219216
0.003,0.000178799,0.000177534,3.56902e-05,0.000130462,0.000136356,0.000128807,9.08805e-05,0.00025412,6.52979e-05,0.000184933,0.0001961,0.000220487
0.004,0.000224853,0.000351842,9.875e-05,0.000306217,0.000109778,0.000297166,0.000200358,0.000268769,0.0001055,0.000171948,0.000257733,0.000221703
0.005,0.000271529,0.000501012,0.000126517,0.000430579,8.91251e-05,0.000427418,0.000309744,0.000283402,0.000145661,0.000158976,0.000319304,0.000222917
0.006,0.000324625,0.000539392,0.000134177,0.000448552,0.000140897,0.000464208,0.000362855,0.000298022,0.000185783,0.000313337,0.000380813,0.000291576
0.007,0.000380832,0.000407107,0.000140356,0.0003993,0.000258946,0.000424601,0.000359717,0.000380072,0.000225864,0.000634946,0.000442261,0.000427647
0.008,0.000436809,0.000307454,0.00014484,0.000417953,0.000377312,0.0004521,0.000356554,0.000462074,0.000265905,0.000788998,0.000503648,0.000563615
0.009,0.000491335,0.000376499,0.00014829,0.00050435,0.000493022,0.000548612,0.000353395,0.000476548,0.000305906,0.000775492,0.000564973,0.000632001
0.01,0.000544928,0.000513847,0.000151753,0.000590684,0.000606152,0.000646701,0.000350238,0.000490973,0.000345867,0.000761916,0.000626236,0.000632839
0.011,0.000598305,0.000651255,0.00015576,0.000676767,0.000660922,0.000713755,0.00040325,0.000537811,0.000385787,0.000748354,0.000687438,0.000633642
0.012,0.000651873,0.000720831,0.000160547,0.000695092,0.000658054,0.000749342,0.000512404,0.000751939,0.000425668,0.000734806,0.000748579,0.000634444
0.013,0.000705635,0.000790055,0.00016591,0.000713203,0.000654512,0.000785382,0.000621477,0.000965936,0.000465509,0.00072127,0.000809658,0.000635245
0.014,0.00075955,0.000926454,0.000171659,0.000798635,0.000650753,0.00078654,0.00073044,0.0010124,0.000505309,0.000707749,0.000870676,0.000703491
0.015,0.000813768,0.000994959,0.000177913,0.000883882,0.000646877,0.000752756,0.000839293,0.0010263,0.00054507,0.00069424,0.000931633,0.000906595
0.016,0.000868235,0.000995626,0.000184724,0.000968898,0.000642777,0.000786616,0.000948038,0.00104018,0.00058479,0.000680745,0.000992528,0.00110956
