time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
0,0.0625,0.108253,0.3125,0.108253,0.5625,0.108253,0.1875,0.32476,0.4375,0.32476,0.6875,0.32476
0.001,0.0625,0.108253,0.3125,0.108253,0.5625,0.108253,0.1875,0.32476,0.4375,0.32476,0.6875,0.32476
0.002,0.0625001,0.108253,0.3125,0.108253,0.5625,0.108253,0.1875,0.32476,0.4375,0.32476,0.6875,0.32476
0.003,0.0625002,0.108253,0.3125,0.108253,0.5625,0.108253,0.1875,0.32476,0.4375,0.32476,0.6875,0.32476
0.004,0.0625005,0.108253,0.3125,0.108253,0.562501,0.108253,0.187501,0.324761,0.4375,0.324761,0.6875,0.324761
0.005,0.0625008,0.108254,0.3125,0.108254,0.562501,0.108254,0.187502,0.324762,0.437499,0.324762,0.6875,0.324762
0.006,0.0625012,0.108254,0.3125,0.108254,0.562501,0.108254,0.187502,0.324763,0.437499,0.324763,0.687499,0.324763
0.007,0.0625017,0.108255,0.3125,0.108255,0.562502,0.108255,0.187503,0.324764,0.437499,0.324764,0.687499,0.324764
0.008,0.0625023,0.108256,0.3125,0.108256,0.562503,0.108256,0.187504,0.324766,0.437499,0.324766,0.687499,0.324766
0.009,0.0625029,0.108257,0.3125,0.108257,0.562503,0.108257,0.187505,0.324768,0.437498,0.324768,0.687498,0.324768
0.01,0.0625037,0.108258,0.312499,0.108258,0.562504,0.108258,0.187507,0.32477,0.437498,0.32477,0.687498,0.32477
0.011,0.0625045,0.108259,0.312499,0.108259,0.562505,0.108259,0.187508,0.324773,0.437497,0.324773,0.687497,0.324772
0.012,0.0625054,0.108261,0.312499,0.108261,0.562506,0.108261,0.18751,0.324776,0.437497,0.324776,0.687497,0.324775
0.013,0.0625064,0.108262,0.312499,0.108262,0.562507,0.108262,0.187512,0.324779,0.437496,0.324779,0.687496,0.324778
0.014,0.0625074,0.108264,0.312499,0.108264,0.562508,0.108264,0.187514,0.324782,0.437495,0.324782,0.687496,0.324781
0.015,0.0625086,0.108266,0.312499,0.108266,0.56251,0.108266,0.187516,0.324786,0.437495,0.324785,0.687495,0.324784
0.016,0.0625098,0.108268,0.312498,0.108268,0.562511,0.108268,0.187518,0.324789,0.437494,0.324789,0.687494,0.324788
0.017,0.0625111,0.108271,0.312498,0.108271,0.562512,0.108271,0.18752,0.324793,0.437493,0.324793,0.687493,0.324792
0.018,0.0625125,0.108273,0.312498,0.108273,0.562514,0.108273,0.187523,0.324798,0.437492,0.324797,0.687493,0.324796
0.019,0.0625139,0.108276,0.312498,0.108276,0.562516,0.108276,0.187526,0.324802,0.437491,0.324802,0.687492,0.3248
0.02,0.0625155,0.108278,0.312497,0.108278,0.562517,0.108278,0.187529,0.324807,0.43749,0.324807,0.687491,0.324805
0.021,0.0625171,0.108281,0.312497,0.108281,0.562519,0.108281,0.187532,0.324812,0.437489,0.324812,0.68749,0.324809
0.022,0.0625188,0.108285,0.312497,0.108285,0.562521,0.108285,0.187535,0.324818,0.437488,0.324817,0.687489,0.324814
0.023,0.0625206,0.108288,0.312497,0.108288,0.562523,0.108288,0.187538,0.324823,0.437487,0.324823,0.687488,0.32482
0.024,0.0625224,0.108291,0.312496,0.108291,0.562525,0.108291,0.187541,0.324829,0.437486,0.324828,0.687487,0.324825
0.025,0.0625244,0.108295,0.312496,0.108295,0.562527,0.108295,0.187545,0.324835,0.437485,0.324834,0.687486,0.324831
0.026,0.0625264,0.108299,0.312496,0.108299,0.56253,0.108299,0.187549,0.324841,0.437484,0.324841,0.687484,0.324837
0.027,0.0625285,0.108303,0.312495,0.108303,0.562532,0.108303,0.187553,0.324848,0.437482,0.324847,0.687483,0.324843
0.028,0.0625307,0.108307,0.312495,0.108307,0.562535,0.108307,0.187557,0.324855,0.437481,0.324854,0.687482,0.32485
0.029,0.0625329,0.108311,0.312495,0.108311,0.562537,0.108311,0.187561,0.324862,0.43748,0.324861,0.687481,0.324857
0.03,0.0625353,0.108316,0.312494,0.108316,0.56254,0.108316,0.187565,0.324869,0.437478,0.324869,0.687479,0.324863
0.031,0.0625377,0.10832,0.312494,0.10832,0.562542,0.10832,0.18757,0.324877,0.437477,0.324876,0.687478,0.324871
0.032,0.0625402,0.108325,0.312493,0.108325,0.562545,0.108325,0.187574,0.324885,0.437475,0.324884,0.687476,0.324878
0.033,0.0625428,0.10833,0.312493,0.10833,0.562548,0.10833,0.187579,0.324893,0.437474,0.324892,0.687475,0.324886
0.034,0.0625454,0.108335,0.312493,0.108335,0.562551,0.108335,0.187584,0.324901,0.437472,0.3249,0.687473,0.324894
