time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,4.09061e-05,-8.36602e-05,-6.62705e-06,-8.366e-05,4.60899e-05,-8.36599e-05,7.55086e-05,8.68776e-05,-2.51639e-05,8.59161e-05,-2.40785e-05,8.01477e-05
0.002,0.000122698,-8.36185e-05,-1.98778e-05,-8.36181e-05,0.000138247,-8.3618e-05,0.000226488,0.000303912,-7.54792e-05,0.000301042,-7.22235e-05,0.000283689
0.003,0.000204428,8.3785e-05,-3.31188e-05,8.37857e-05,0.000230335,8.37856e-05,0.000377354,0.000564116,-0.000125757,0.000559354,-0.000120332,0.000530376
0.004,0.000286077,0.000251104,-4.63465e-05,0.000251106,0.000322331,0.000251105,0.000528068,0.000824081,-0.000175984,0.000817429,-0.000168393,0.000776837
0.005,0.000367644,0.000418255,-5.95611e-05,0.000418258,0.000414235,0.000418257,0.000678632,0.00108379,-0.000226161,0.00107525,-0.000216406,0.00102305
0.006,0.000449129,0.000585237,-7.27626e-05,0.000585242,0.000506047,0.000585241,0.000829044,0.00134323,-0.000276288,0.0013328,-0.000264371,0.00126902
0.007,0.000530533,0.000752049,-8.59511e-05,0.000752059,0.000597769,0.000752057,0.000979305,0.00160242,-0.000326364,0.0015901,-0.000312288,0.00151474
0.008,0.000611855,0.00091869,-9.91264e-05,0.000918707,0.000689399,0.000918705,0.00112942,0.00186134,-0.000376391,0.00184715,-0.000360157,0.00176021
0.009,0.000693097,0.00108516,-0.000112289,0.00108519,0.000780937,0.00108519,0.00127937,0.00212001,-0.000426368,0.00210393,-0.000407979,0.00200544
0.01,0.000774256,0.00125146,-0.000125438,0.0012515,0.000872385,0.0012515,0.00142918,0.00237841,-0.000476294,0.00236046,-0.000455753,0.00225042
0.011,0.000855335,0.00141759,-0.000138575,0.00141764,0.000963743,0.00141764,0.00157884,0.00263656,-0.000526171,0.00261672,-0.00050348,0.00249515
0.012,0.000936332,0.00158354,-0.000151698,0.00158362,0.00105501,0.00158361,0.00172835,0.00289444,-0.000575998,0.00287274,-0.000551159,0.00273964
0.013,0.00101725,0.00174932,-0.000164809,0.00174943,0.00114619,0.00174942,0.0018777,0.00315207,-0.000625776,0.00312849,-0.000598791,0.00298388
0.014,0.00109808,0.00191493,-0.000177907,0.00191507,0.00123727,0.00191506,0.00202691,0.00340944,-0.000675504,0.00338399,-0.000646376,0.00322788
0.015,0.00117884,0.00208036,-0.000190992,0.00208054,0.00132827,0.00208053,0.00217596,0.00366655,-0.000725182,0.00363923,-0.000693914,0.00347163
0.016,0.00125951,0.00224562,-0.000204064,0.00224584,0.00141917,0.00224583,0.00232486,0.0039234,-0.000774811,0.00389421,-0.000741404,0.00371514
0.017,0.00134011,0.00241071,-0.000217124,0.00241097,0.00150999,0.00241096,0.00247362,0.00418,-0.00082439,0.00414893,-0.000788848,0.0039584
0.018,0.00142062,0.00257561,-0.000230171,0.00257594,0.00160072,0.00257592,0.00262222,0.00443633,-0.00087392,0.0044034,-0.000836245,0.00420141
0.019,0.00150105,0.00274035,-0.000243205,0.00274073,0.00169135,0.00274071,0.00277067,0.00469241,-0.000923401,0.00465762,-0.000883595,0.00444418
0.02,0.0015814,0.0029049,-0.000256227,0.00290536,0.0017819,0.00290534,0.00291897,0.00494823,-0.000972832,0.00491157,-0.000930898,0.0046867
0.021,0.00166168,0.00306928,-0.000269236,0.00306982,0.00187236,0.00306979,0.00306712,0.00520379,-0.00102221,0.00516527,-0.000978154,0.00492898
0.022,0.00174187,0.00323347,-0.000282232,0.00323411,0.00196273,0.00323408,0.00321512,0.00545909,-0.00107155,0.00541872,-0.00102536,0.00517101
0.023,0.00182198,0.00339749,-0.000295216,0.00339823,0.00205301,0.0033982,0.00336297,0.00571414,-0.00112083,0.00567191,-0.00107253,0.0054128
0.024,0.00190201,0.00356133,-0.000308187,0.00356218,0.00214321,0.00356214,0.00351067,0.00596893,-0.00117007,0.00592484,-0.00111965,0.00565434
