time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.838281,-1.25323,-0.848667,-1.6732,1.61777,-1.6732,-0.0280075,2.32013,0.0494231,2.04324,1.03521,2.18553
0.002,0.703358,2.07168,0.811105,2.03694,-0.130435,2.01965,0.389236,0.147792,0.402446,-0.128957,0.617465,0.0132607
0.003,0.492708,1.91378,0.78893,1.88176,-0.24755,1.88325,1.09515,0.146558,0.40222,-0.129914,0.616638,0.0121615
0.004,0.428362,1.57238,0.472265,1.63333,-0.284004,1.48394,1.09441,0.146411,0.401817,-0.129785,0.616021,0.0121489
0.005,0.505156,1.41101,0.0830735,0.853925,-0.129054,1.12109,1.09331,0.146264,0.401415,-0.129657,0.615404,0.0121369
0.006,0.556775,-0.643418,0.0701352,-0.494468,1.16449,-0.385281,-0.0311096,0.146118,0.401013,3.21687,0.614788,1.36105
0.007,0.567361,-2.00227,0.0534402,-0.490564,1.19649,-0.406844,-0.0316418,1.49489,0.400612,3.21532,0.614172,1.36036
0.008,0.552178,0.00919513,0.0362371,0.863606,1.17083,0.956822,-0.0316124,0.145148,0.40021,-0.134287,0.613557,1.359
0.009,0.538336,1.3717,0.0327631,0.864354,1.14336,0.973403,-0.0315822,0.144325,0.399808,-0.135827,0.612942,0.00871772
0.01,0.533537,1.37527,0.0365,0.862315,1.11924,0.988391,-0.031552,0.144179,0.399407,-0.135691,0.612327,0.00803389
0.011,0.534,1.37287,0.0436419,0.859341,-0.0238312,0.352676,1.0918,0.792584,0.399006,-0.135554,0.611713,0.0080254
0.012,0.537353,0.0186656,0.0520896,-0.492837,-0.0335212,0.359077,1.09127,3.48997,0.398605,-0.135418,0.611099,0.00801709
0.013,0.537898,1.36581,0.0551656,0.855049,-0.0373164,0.361724,1.09018,0.789973,0.398205,-0.135284,0.610486,0.00800795
0.014,0.540386,1.36216,0.0598174,0.853607,-0.037867,-0.338563,1.08908,0.139281,0.397806,-0.13515,0.609873,1.35692
0.015,0.543974,0.00793643,0.0652589,0.851319,-0.0396672,-0.337117,1.08799,0.138817,0.397406,-0.135017,0.609262,2.70516
0.016,0.545383,0.00541213,0.0709771,0.849005,-0.0423163,1.0143,1.0869,0.138677,0.397007,-0.134886,0.608651,1.35421
0.017,0.545294,1.35388,0.0766541,0.846746,1.08301,1.01236,-0.0375192,0.138538,0.396608,-0.134755,0.608041,0.00325893
0.018,0.546328,0.703168,0.0821027,-0.504327,1.08294,1.01096,-0.038048,0.138398,0.39621,1.86285,0.607432,0.0025824
0.019,0.547187,0.700832,0.0849531,-0.505181,1.0812,1.01047,-0.0380144,0.138257,0.395813,1.86198,0.606822,0.00258106
0.02,0.547893,0.698968,0.0859218,-0.504923,1.07868,-0.338298,-0.0379808,0.138117,0.395416,3.20903,0.606213,0.00257943
0.021,0.548468,-2.00062,0.0854653,0.844567,1.07223,1.01468,-0.0379469,1.4869,0.395018,0.508669,0.605603,1.35151
0.022,0.546083,-0.649436,0.0856838,0.844321,1.06613,1.01852,-0.0379136,1.48609,0.39462,0.506811,0.604995,0.00189982
0.023,0.542762,0.703301,0.0864287,0.84328,1.06044,1.02142,-0.03788,0.135672,0.394222,0.506303,0.604385,0.00122247
0.024,0.539964,0.705319,0.0875705,0.842151,-0.068166,1.02401,1.08548,0.134858,0.393825,0.505798,0.603777,0.00121993
0.025,0.537604,1.35484,0.0890013,0.840959,-0.0702168,1.02433,1.08495,0.13472,0.393428,-0.143271,0.603168,0.00121759
0.026,0.53612,1.35466,0.0906333,0.839727,-0.069673,1.02288,1.08386,0.134582,0.393032,-0.143452,0.602561,0.00121529
0.027,0.535344,1.35349,0.0923961,0.83847,-0.0675644,1.02009,1.08277,0.134444,0.392637,-0.143309,0.601954,0.00121305
0.028,0.535136,1.35178,0.0942345,0.837201,-0.0642451,-0.33263,1.08168,0.134306,0.392242,-0.143167,0.601349,1.35012
0.029,0.535381,0.000710812,0.0961053,0.835931,-0.0616954,-2.33255,1.08059,0.782722,0.391846,1.20588,0.600744,2.69837
