lorentzForce,siteDistance,vAve
1.80,-0.00,-0.0620477
1.80,-0.10,-0.0619376
1.80,-0.20,-0.318304
1.80,-0.30,-0.101022
1.80,-0.40,-0.0615645
1.80,-0.50,-0.0617753
1.80,-0.60,-0.0619323
1.80,-0.70,-0.0619364
1.80,-0.80,-0.0618608
1.80,-0.90,-0.0617761
1.80,-1.00,-0.0616169
1.80,0.10,-0.0622759
1.80,0.20,0.199964
1.80,0.30,0.114833
1.80,0.40,0.10356
1.80,0.50,0.00499362
1.80,0.60,-0.0275195
1.80,0.70,-0.0432202
1.80,0.80,-0.0516386
1.80,0.90,-0.0565925
1.80,1.00,-0.0617612
1.82,-0.00,-0.0623144
1.82,-0.10,-0.0621927
1.82,-0.20,-0.333379
1.82,-0.30,-0.0612212
1.82,-0.40,-0.0619103
1.82,-0.50,-0.0621932
1.82,-0.60,-0.0622765
1.82,-0.70,-0.0622996
1.82,-0.80,-0.062292
1.82,-0.90,-0.0622863
1.82,-1.00,-0.0622771
1.82,0.10,-0.0625675
1.82,0.20,0.199987
1.82,0.30,0.109949
1.82,0.40,0.064607
1.82,0.50,-0.00975675
1.82,0.60,-0.0393741
1.82,0.70,-0.0525642
1.82,0.80,-0.0582518
1.82,0.90,-0.0639175
1.82,1.00,-0.071201
1.84,-0.00,-0.0625955
1.84,-0.10,-0.0624597
1.84,-0.20,-0.333516
1.84,-0.30,-0.0619567
1.84,-0.40,-0.0623041
1.84,-0.50,-0.0625706
1.84,-0.60,-0.0417085
1.84,-0.70,-0.0208699
1.84,-0.80,-0.0248316
1.84,-0.90,-0.0273663
1.84,-1.00,-0.0295293
1.84,0.10,-0.0628802
1.84,0.20,0.373281
1.84,0.30,0.110002
1.84,0.40,0.0377741
1.84,0.50,-0.0238084
1.84,0.60,-0.0491642
1.84,0.70,-0.0566835
1.84,0.80,-0.061506
1.84,0.90,-0.0689006
1.84,1.00,-0.0751117
1.86,-0.00,-0.0628947
1.86,-0.10,-0.301402
1.86,-0.20,-0.358502
1.86,-0.30,-0.0624253
1.86,-0.40,-0.0627443
1.86,-0.50,-0.0406791
1.86,-0.60,-0.0277014
1.86,-0.70,-0.0348519
1.86,-0.80,-0.0386979
1.86,-0.90,-0.0412451
1.86,-1.00,-0.0433826
1.86,0.10,0.199995
1.86,0.20,0.373311
1.86,0.30,0.109991
1.86,0.40,0.0154168
1.86,0.50,-0.0350879
1.86,0.60,-0.0511992
1.86,0.70,-0.0560546
1.86,0.80,-0.0612386
1.86,0.90,-0.0699967
1.86,1.00,-0.0783336
1.88,-0.00,-0.0632174
1.88,-0.10,-0.333389
1.88,-0.20,-0.333362
1.88,-0.30,-0.0630079
1.88,-0.40,-0.0631529
1.88,-0.50,-0.0294151
1.88,-0.60,-0.041442
1.88,-0.70,-0.0479281
1.88,-0.80,-0.0507698
1.88,-0.90,-0.0518857
1.88,-1.00,-0.0527902
1.88,0.10,0.199956
1.88,0.20,0.373332
1.88,0.30,0.1084
1.88,0.40,-0.00324473
1.88,0.50,-0.0290998
1.88,0.60,0.119771
1.88,0.70,0.120754
1.88,0.80,0.118968
1.88,0.90,0.112977
1.88,1.00,0.106676
1.90,-0.00,-0.061421
1.90,-0.10,-0.336086
1.90,-0.20,-0.100255
1.90,-0.30,-0.0633195
1.90,-0.40,-0.0239477
1.90,-0.50,-0.0441586
1.90,-0.60,-0.0523615
1.90,-0.70,-0.0545053
1.90,-0.80,-0.0555197
1.90,-0.90,-0.0561155
1.90,-1.00,-0.056638
1.90,0.10,0.369968
1.90,0.20,0.106646
1.90,0.30,0.0899201
1.90,0.40,-0.00363621
1.90,0.50,0.116633
1.90,0.60,0.11828
1.90,0.70,0.11463
1.90,0.80,0.102887
1.90,0.90,0.0905582
1.90,1.00,0.081833
1.92,-0.00,0.0284213
1.92,-0.10,-0.129523
1.92,-0.20,-0.0635718
1.92,-0.30,-0.0637619
1.92,-0.40,-0.0408582
1.92,-0.50,-0.0537918
1.92,-0.60,-0.0568892
1.92,-0.70,-0.0580389
1.92,-0.80,-0.0586313
1.92,-0.90,-0.0589744
1.92,-1.00,-0.0593013
1.92,0.10,0.103282
1.92,0.20,0.106606
1.92,0.30,0.0429199
1.92,0.40,0.113303
1.92,0.50,0.116141
1.92,0.60,0.113274
1.92,0.70,0.0948742
1.92,0.80,0.0729139
1.92,0.90,0.0597933
1.92,1.00,0.0527154
1.94,-0.00,-0.0546477
1.94,-0.10,-0.0633503
1.94,-0.20,-0.0644383
1.94,-0.30,-0.0302738
1.94,-0.40,-0.0535904
1.94,-0.50,-0.0582228
1.94,-0.60,-0.0598553
1.94,-0.70,-0.0605248
1.94,-0.80,-0.0608243
1.94,-0.90,-0.0610158
1.94,-1.00,-0.0612031
1.94,0.10,0.0449321
1.94,0.20,0.0967954
1.94,0.30,0.109981
1.94,0.40,0.113137
1.94,0.50,0.112516
1.94,0.60,0.0906307
1.94,0.70,0.0590944
1.94,0.80,0.0449748
1.94,0.90,0.0361091
1.94,1.00,0.0303717
1.96,-0.00,-0.0553704
1.96,-0.10,0.0252305
1.96,-0.20,-0.0153013
1.96,-0.30,-0.0507178
1.96,-0.40,-0.0587944
1.96,-0.50,-0.0608993
1.96,-0.60,-0.061688
1.96,-0.70,-0.0620117
1.96,-0.80,-0.0621788
1.96,-0.90,-0.062278
1.96,-1.00,-0.0623666
1.96,0.10,-0.0498859
1.96,0.20,0.105413
1.96,0.30,0.109134
1.96,0.40,0.109626
1.96,0.50,0.0870834
1.96,0.60,0.0504086
1.96,0.70,0.0314113
1.96,0.80,0.0193369
1.96,0.90,0.0113149
1.96,1.00,0.00669595
1.98,-0.00,0.0178454
1.98,-0.10,0.00586945
1.98,-0.20,-0.0367533
1.98,-0.30,-0.0580974
1.98,-0.40,-0.0614954
1.98,-0.50,-0.0622752
1.98,-0.60,-0.0626644
1.98,-0.70,-0.0628784
1.98,-0.80,-0.0629707
1.98,-0.90,-0.0630567
1.98,-1.00,-0.0631162
1.98,0.10,0.017455
1.98,0.20,0.0485582
1.98,0.30,0.0634013
1.98,0.40,0.0683298
1.98,0.50,0.0412679
1.98,0.60,0.0213785
1.98,0.70,0.00630441
1.98,0.80,-0.00436586
1.98,0.90,-0.0114154
1.98,1.00,-0.0166732
2.00,-0.00,0.00746499
2.00,-0.10,0.0947727
2.00,-0.20,-0.0317929
2.00,-0.30,-0.0601287
2.00,-0.40,-0.0622293
2.00,-0.50,-0.0628431
2.00,-0.60,-0.0631116
2.00,-0.70,-0.0632319
2.00,-0.80,-0.0633009
2.00,-0.90,-0.0633334
2.00,-1.00,-0.0633659
2.00,0.10,-0.0539989
2.00,0.20,-0.0389801
2.00,0.30,0.0105315
2.00,0.40,0.0150393
2.00,0.50,0.00541524
2.00,0.60,-0.00558295
2.00,0.70,-0.0154767
2.00,0.80,-0.0235249
2.00,0.90,-0.0310285
2.00,1.00,-0.0347545
2.02,-0.00,0.0588481
2.02,-0.10,0.083893
2.02,-0.20,0.0824401
2.02,-0.30,0.0583832
2.02,-0.40,0.0373578
2.02,-0.50,0.0214711
2.02,-0.60,0.0109921
2.02,-0.70,0.00525065
2.02,-0.80,0.00234368
2.02,-0.90,0.000331392
2.02,-1.00,-0.00193122
2.02,0.10,-0.0172157
2.02,0.20,-0.0460029
2.02,0.30,-0.0354776
2.02,0.40,-0.0241306
2.02,0.50,-0.0195036
2.02,0.60,-0.0176878
2.02,0.70,-0.0228619
2.02,0.80,-0.029003
2.02,0.90,-0.0361165
2.02,1.00,-0.0426606
2.04,-0.00,0.0432155
2.04,-0.10,0.037553
2.04,-0.20,0.0290783
2.04,-0.30,0.0139827
2.04,-0.40,-0.00361399
2.04,-0.50,-0.0152959
2.04,-0.60,-0.0234599
2.04,-0.70,-0.0278724
2.04,-0.80,-0.0301941
2.04,-0.90,-0.0318271
2.04,-1.00,-0.0339904
2.04,0.10,0.0422192
2.04,0.20,0.033503
2.04,0.30,0.0369699
2.04,0.40,0.0469252
2.04,0.50,0.0545262
2.04,0.60,0.0580692
2.04,0.70,0.0604045
2.04,0.80,0.0594215
2.04,0.90,0.0590408
2.04,1.00,0.0577996
