lorentzForce,siteDistance,vAve
1.90,-0.00,-0.0166958
1.90,-0.10,-0.0167003
1.90,-0.20,-0.0166865
1.90,-0.30,-0.0166892
1.90,-0.40,-0.0166971
1.90,-0.50,-0.0167154
1.90,-0.60,-0.0167071
1.90,-0.70,-0.0166814
1.90,-0.80,-0.216683
1.90,-0.90,-0.216678
1.90,-1.00,-0.222618
1.90,0.10,-0.0166903
1.90,0.20,-0.0166833
1.90,0.30,-0.0166672
1.90,0.40,-0.0166986
1.90,0.50,-0.0166995
1.90,0.60,-0.0167225
1.90,0.70,-0.0169066
1.90,0.80,-0.0167103
1.90,0.90,-0.0167211
1.90,1.00,-0.0166756
1.92,-0.00,-0.0167101
1.92,-0.10,-0.016713
1.92,-0.20,-0.0166976
1.92,-0.30,-0.0166983
1.92,-0.40,-0.0167
1.92,-0.50,-0.0176875
1.92,-0.60,-0.216681
1.92,-0.70,-0.216723
1.92,-0.80,-0.219259
1.92,-0.90,-0.265667
1.92,-1.00,-0.327292
1.92,0.10,-0.0167032
1.92,0.20,-0.0166951
1.92,0.30,-0.0166785
1.92,0.40,-0.0167087
1.92,0.50,-0.0167088
1.92,0.60,-0.346677
1.92,0.70,-0.0167161
1.92,0.80,-0.0167163
1.92,0.90,-0.0166984
1.92,1.00,-0.0167028
1.94,-0.00,-0.0167228
1.94,-0.10,-0.0167252
1.94,-0.20,-0.0167156
1.94,-0.30,-0.216728
1.94,-0.40,-0.216706
1.94,-0.50,-0.216691
1.94,-0.60,-0.22297
1.94,-0.70,-0.269055
1.94,-0.80,-0.318515
1.94,-0.90,-0.354326
1.94,-1.00,-0.400019
1.94,0.10,-0.0167161
1.94,0.20,-0.0167068
1.94,0.30,-0.0166896
1.94,0.40,-0.0167198
1.94,0.50,-0.0167178
1.94,0.60,-0.346678
1.94,0.70,-0.0167092
1.94,0.80,-0.0166976
1.94,0.90,-0.0167201
1.94,1.00,-0.0166954
1.96,-0.00,-0.216708
1.96,-0.10,-0.216731
1.96,-0.20,-0.216723
1.96,-0.30,-0.222769
1.96,-0.40,-0.25916
1.96,-0.50,-0.305584
1.96,-0.60,-0.334396
1.96,-0.70,-0.361346
1.96,-0.80,-0.385737
1.96,-0.90,-0.39671
1.96,-1.00,-0.216705
1.96,0.10,-0.216677
1.96,0.20,-0.0167192
1.96,0.30,-0.0167004
1.96,0.40,-0.0167296
1.96,0.50,-0.0182266
1.96,0.60,-0.0166779
1.96,0.70,-0.0167077
1.96,0.80,-0.0167293
1.96,0.90,-0.0167271
1.96,1.00,-0.016703
1.98,-0.00,-0.216684
1.98,-0.10,-0.283444
1.98,-0.20,-0.324183
1.98,-0.30,-0.348742
1.98,-0.40,-0.366035
1.98,-0.50,-0.383343
1.98,-0.60,-0.386703
1.98,-0.70,-0.390038
1.98,-0.80,-0.39338
1.98,-0.90,-0.216675
1.98,-1.00,-0.0738174
1.98,0.10,-0.189808
1.98,0.20,-0.155969
1.98,0.30,-0.0456075
1.98,0.40,-0.0170146
1.98,0.50,-0.0168795
1.98,0.60,-0.0170177
1.98,0.70,-0.0168639
1.98,0.80,-0.0168
1.98,0.90,-0.0167179
1.98,1.00,-0.0166819
2.00,-0.00,-0.170714
2.00,-0.10,-0.203898
2.00,-0.20,-0.216691
2.00,-0.30,-0.216687
2.00,-0.40,-0.216676
2.00,-0.50,-0.216673
2.00,-0.60,-0.216682
2.00,-0.70,-0.0793996
2.00,-0.80,-0.116078
2.00,-0.90,-0.141412
2.00,-1.00,-0.106004
2.00,0.10,-0.0151804
2.00,0.20,-0.016963
2.00,0.30,-0.0246443
2.00,0.40,-0.0905916
2.00,0.50,-0.11514
2.00,0.60,-0.0362641
2.00,0.70,-0.0252895
2.00,0.80,-0.0196535
2.00,0.90,-0.0184985
2.00,1.00,-0.0178734
2.02,-0.00,-0.0369285
2.02,-0.10,-0.0431926
2.02,-0.20,-0.0462746
2.02,-0.30,-0.0538999
2.02,-0.40,-0.0652806
2.02,-0.50,-0.0637312
2.02,-0.60,0.054902
2.02,-0.70,0.0396072
2.02,-0.80,-0.00825885
2.02,-0.90,-0.0173165
2.02,-1.00,-0.0182399
2.02,0.10,-0.0272243
2.02,0.20,0.0114354
2.02,0.30,-0.00598427
2.02,0.40,-0.0176094
2.02,0.50,-0.0191461
2.02,0.60,-0.0212607
2.02,0.70,-0.0239576
2.02,0.80,-0.0257321
2.02,0.90,-0.0224058
2.02,1.00,-0.021153
2.04,-0.00,-0.019934
2.04,-0.10,-0.0197323
2.04,-0.20,-0.0196703
2.04,-0.30,-0.020392
2.04,-0.40,-0.0212812
2.04,-0.50,-0.0235222
2.04,-0.60,-0.0259214
2.04,-0.70,-0.021147
2.04,-0.80,-0.0230665
2.04,-0.90,-0.0178317
2.04,-1.00,-0.0186171
2.04,0.10,-0.0206697
2.04,0.20,-0.0214927
2.04,0.30,-0.0213759
2.04,0.40,-0.0177195
2.04,0.50,0.0374218
2.04,0.60,0.0160511
2.04,0.70,-5.3746e-05
2.04,0.80,-0.0119785
2.04,0.90,-0.0168136
2.04,1.00,-0.0169747
