lorentzForce,siteDistance,vAve
1.6,-0.1,3.57E-05
1.6,-0.2,-2.54E-05
1.6,-0.3,4.23E-05
1.6,-0.4,6.08E-05
1.6,-0.5,1.81E-05
1.6,-0.6,2.66E-05
1.6,-0.7,5.7E-06
1.6,-0.8,-5.54E-05
1.6,-0.9,6.96E-05
1.6,-1,-2.78E-05
1.6,-1.1,-2.34E-05
1.6,-1.2,7.25E-05
1.6,-1.3,-8.99E-05
1.6,-1.4,-9.25E-05
1.6,-1.5,-1.27E-05
1.6,-1.6,-6.43E-05
1.6,-1.7,-5.34E-05
1.6,-1.8,0.222897
1.6,-1.9,0.308047
1.6,-2,0.3778493
1.6,0,-1E-07
1.6,0.1,-3.59E-05
1.6,0.2,2.53E-05
1.6,0.3,-4.25E-05
1.6,0.4,-6.08E-05
1.6,0.5,-1.85E-05
1.6,0.6,-2.62E-05
1.6,0.7,-5.5E-06
1.6,0.8,5.56E-05
1.6,0.9,-6.95E-05
1.6,1,2.79E-05
1.6,1.1,2.3E-05
1.6,1.2,-7.25E-05
1.6,1.3,9.02E-05
1.6,1.4,9.27E-05
1.6,1.5,1.14E-05
1.6,1.6,6.47E-05
1.6,1.7,-7.6E-06
1.6,1.8,-0.222894
1.6,1.9,-0.308298
1.6,2,-0.3778123
1.62,-0.1,3.42E-05
1.62,-0.2,-2.78E-05
1.62,-0.3,-6.26E-05
1.62,-0.4,4.78E-05
1.62,-0.5,7.5E-06
1.62,-0.6,1.7E-05
1.62,-0.7,-4.3E-06
1.62,-0.8,-5.96E-05
1.62,-0.9,6.26E-05
1.62,-1,5.67E-05
1.62,-1.1,-4.68E-05
1.62,-1.2,4.57E-05
1.62,-1.3,-2.88E-05
1.62,-1.4,-1.03E-05
1.62,-1.5,-5.54E-05
1.62,-1.6,-1E-05
1.62,-1.7,0.23019
1.62,-1.8,0.264507
1.62,-1.9,0.369637
1.62,-2,0.4120031
1.62,0,0
1.62,0.1,-3.43E-05
1.62,0.2,2.74E-05
1.62,0.3,6.26E-05
1.62,0.4,-4.7E-05
1.62,0.5,-7.5E-06
1.62,0.6,-1.71E-05
1.62,0.7,4.2E-06
1.62,0.8,5.95E-05
1.62,0.9,-6.29E-05
1.62,1,-5.68E-05
1.62,1.1,4.68E-05
1.62,1.2,-4.57E-05
1.62,1.3,2.96E-05
1.62,1.4,1.1E-05
1.62,1.5,5.44E-05
1.62,1.6,9.9E-06
1.62,1.7,-0.230179
1.62,1.8,-0.266798
1.62,1.9,-0.367996
1.62,2,-0.4119994
1.64,-0.1,-7.07E-05
1.64,-0.2,-3.11E-05
1.64,-0.3,-6.18E-05
1.64,-0.4,4.21E-05
1.64,-0.5,2E-06
1.64,-0.6,7.3E-06
1.64,-0.7,8.02E-05
1.64,-0.8,3.02E-05
1.64,-0.9,-5.62E-05
1.64,-1,-5.38E-05
1.64,-1.1,3.44E-05
1.64,-1.2,-8.33E-05
1.64,-1.3,-5.7E-05
1.64,-1.4,-5.67E-05
1.64,-1.5,3E-07
1.64,-1.6,-1.41E-05
1.64,-1.7,0.236503
1.64,-1.8,0.352096
1.64,-1.9,0.411601
1.64,-2,0.4397508
1.64,0,-1E-07
1.64,0.1,7.05E-05
1.64,0.2,3.09E-05
1.64,0.3,6.17E-05
1.64,0.4,-4.22E-05
1.64,0.5,-1.8E-06
1.64,0.6,-7.5E-06
1.64,0.7,-8.05E-05
1.64,0.8,-3.02E-05
1.64,0.9,5.63E-05
1.64,1,5.42E-05
1.64,1.1,-3.54E-05
1.64,1.2,8.33E-05
1.64,1.3,5.74E-05
1.64,1.4,5.59E-05
1.64,1.5,-1.6E-06
1.64,1.6,1.44E-05
1.64,1.7,-0.236689
1.64,1.8,-0.353976
1.64,1.9,-0.411291
1.64,2,-0.4402113
1.66,-0.1,-7.85E-05
1.66,-0.2,7E-05
1.66,-0.3,3.79E-05
1.66,-0.4,-6.72E-05
1.66,-0.5,-6.6E-06
1.66,-0.6,-8E-06
1.66,-0.7,-3.16E-05
