x,y
0,0
time,x,y
0,0,0
0.001,1.46234,0
0.002,1.46234,0
0.003,1.46234,0
0.004,1.46234,0
0.005,1.46234,0
0.006,1.46234,0
0.007,1.46234,0
0.008,1.46234,0
0.009,1.46234,0
0.01,1.46234,0
0.011,1.46234,0
0.012,1.46234,0
0.013,1.46234,0
0.014,1.46234,0
0.015,1.46234,0
0.016,1.46234,0
0.017,1.46235,0
0.018,1.46235,0
0.019,1.46235,0
0.02,1.46235,0
0.021,1.46235,0
0.022,1.46235,0
0.023,1.46235,0
0.024,1.46236,0
0.025,1.46236,0
0.026,1.46236,0
0.027,1.46236,0
0.028,1.46236,0
0.029,1.46236,0
0.03,1.46237,0
0.031,1.46237,0
0.032,1.46237,0
0.033,1.46237,0
0.034,1.46238,0
0.035,1.46238,0
0.036,1.46238,0
0.037,1.46238,0
0.038,1.46239,0
0.039,1.46239,0
0.04,1.46239,0
0.041,1.46239,0
0.042,1.4624,0
0.043,1.4624,0
0.044,1.4624,0
0.045,1.46241,0
0.046,1.46241,0
0.047,1.46241,0
0.048,1.46242,0
0.049,1.46242,0
0.05,1.46242,0
0.051,1.46243,0
0.052,1.46243,0
0.053,1.46243,0
0.054,1.46244,0
0.055,1.46244,0
0.056,1.46244,0
0.057,1.46245,0
0.058,1.46245,0
0.059,1.46246,0
0.06,1.46246,0
0.061,1.46247,0
0.062,1.46247,0
0.063,1.46247,0
0.064,1.46248,0
0.065,1.46248,0
0.066,1.46249,0
0.067,1.46249,0
0.068,1.4625,0
0.069,1.4625,0
0.07,1.46251,0
0.071,1.46251,0
0.072,1.46252,0
0.073,1.46252,0
0.074,1.46253,0
0.075,1.46253,0
0.076,1.46254,0
0.077,1.46254,0
0.078,1.46255,0
0.079,1.46255,0
0.08,1.46256,0
0.081,1.46256,0
0.082,1.46257,0
0.083,1.46258,0
0.084,1.46258,0
0.085,1.46259,0
0.086,1.46259,0
0.087,1.4626,0
0.088,1.46261,0
0.089,1.46261,0
0.09,1.46262,0
0.091,1.46262,0
0.092,1.46263,0
0.093,1.46264,0
0.094,1.46264,0
0.095,1.46265,0
0.096,1.46266,0
0.097,1.46266,0
0.098,1.46267,0
0.099,1.46268,0
