x,y
0,0
time,x,y
0,0,0
0.001,7.31168e-05,0
0.002,0.00021935,0
0.003,0.000365584,0
0.004,0.000511818,0
0.005,0.000658051,0
0.006,0.000804285,0
0.007,0.000950519,0
0.008,0.00109675,0
0.009,0.00124299,0
0.01,0.00138922,0
0.011,0.00153545,0
0.012,0.00168169,0
0.013,0.00182792,0
0.014,0.00197416,0
0.015,0.00212039,0
0.016,0.00226662,0
0.017,0.00241286,0
0.018,0.00255909,0
0.019,0.00270533,0
0.02,0.00285156,0
0.021,0.0029978,0
0.022,0.00314403,0
0.023,0.00329027,0
0.024,0.0034365,0
0.025,0.00358274,0
0.026,0.00372898,0
0.027,0.00387521,0
0.028,0.00402145,0
0.029,0.00416768,0
0.03,0.00431392,0
0.031,0.00446016,0
0.032,0.00460639,0
0.033,0.00475263,0
0.034,0.00489887,0
0.035,0.00504511,0
0.036,0.00519135,0
0.037,0.00533758,0
0.038,0.00548382,0
0.039,0.00563006,0
0.04,0.0057763,0
0.041,0.00592254,0
0.042,0.00606878,0
0.043,0.00621502,0
0.044,0.00636126,0
0.045,0.0065075,0
0.046,0.00665374,0
0.047,0.00679998,0
0.048,0.00694622,0
0.049,0.00709246,0
0.05,0.00723871,0
0.051,0.00738495,0
0.052,0.00753119,0
0.053,0.00767743,0
0.054,0.00782368,0
0.055,0.00796992,0
0.056,0.00811617,0
0.057,0.00826241,0
0.058,0.00840866,0
0.059,0.0085549,0
0.06,0.00870115,0
0.061,0.00884739,0
0.062,0.00899364,0
0.063,0.00913989,0
0.064,0.00928613,0
0.065,0.00943238,0
0.066,0.00957863,0
0.067,0.00972488,0
0.068,0.00987113,0
0.069,0.0100174,0
0.07,0.0101636,0
0.071,0.0103099,0
0.072,0.0104561,0
0.073,0.0106024,0
0.074,0.0107486,0
0.075,0.0108949,0
0.076,0.0110411,0
0.077,0.0111874,0
0.078,0.0113337,0
0.079,0.0114799,0
0.08,0.0116262,0
0.081,0.0117724,0
0.082,0.0119187,0
0.083,0.0120649,0
0.084,0.0122112,0
0.085,0.0123574,0
0.086,0.0125037,0
0.087,0.01265,0
0.088,0.0127962,0
0.089,0.0129425,0
0.09,0.0130887,0
