x,y
0,0
time,x,y
0,0,0
0.001,2.5e-05,0
0.002,7.5e-05,0
0.003,0.000125,0
0.004,0.000175,0
0.005,0.000225,0
0.006,0.000275,0
0.007,0.000325,0
0.008,0.000375,0
0.009,0.000425,0
0.01,0.000475,0
0.011,0.000525,0
0.012,0.000575,0
0.013,0.000625,0
0.014,0.000675,0
0.015,0.000725,0
0.016,0.000775,0
0.017,0.000825,0
0.018,0.000875,0
0.019,0.000925,0
0.02,0.000975,0
0.021,0.001025,0
0.022,0.001075,0
0.023,0.001125,0
0.024,0.001175,0
0.025,0.001225,0
0.026,0.001275,0
0.027,0.001325,0
0.028,0.001375,0
0.029,0.001425,0
0.03,0.001475,0
0.031,0.001525,0
0.032,0.001575,0
0.033,0.001625,0
0.034,0.001675,0
0.035,0.001725,0
0.036,0.001775,0
0.037,0.001825,0
0.038,0.001875,0
0.039,0.001925,0
0.04,0.001975,0
0.041,0.002025,0
0.042,0.002075,0
0.043,0.002125,0
0.044,0.002175,0
0.045,0.002225,0
0.046,0.002275,0
0.047,0.002325,0
0.048,0.002375,0
0.049,0.002425,0
0.05,0.002475,0
0.051,0.002525,0
0.052,0.002575,0
0.053,0.002625,0
0.054,0.002675,0
0.055,0.002725,0
0.056,0.002775,0
0.057,0.002825,0
0.058,0.002875,0
0.059,0.002925,0
0.06,0.002975,0
0.061,0.003025,0
0.062,0.003075,0
0.063,0.003125,0
0.064,0.003175,0
0.065,0.003225,0
0.066,0.003275,0
0.067,0.003325,0
0.068,0.003375,0
0.069,0.003425,0
0.07,0.003475,0
0.071,0.003525,0
0.072,0.003575,0
0.073,0.003625,0
0.074,0.003675,0
0.075,0.003725,0
0.076,0.003775,0
0.077,0.003825,0
0.078,0.003875,0
0.079,0.003925,0
0.08,0.003975,0
0.081,0.004025,0
0.082,0.004075,0
0.083,0.004125,0
0.084,0.004175,0
0.085,0.004225,0
0.086,0.004275,0
0.087,0.004325,0
0.088,0.004375,0
0.089,0.004425,0
0.09,0.004475,0
0.091,0.004525,0
0.092,0.004575,0
0.093,0.004625,0
0.094,0.004675,0
0.095,0.004725,0
0.096,0.004775,0
0.097,0.004825,0
0.098,0.004875,0
