time,x,y
0,0.1,0.4
0.001,0.1,0.4
0.002,0.1,0.4
0.003,0.1,0.4
0.004,0.100001,0.4
0.005,0.100001,0.4
0.006,0.100001,0.4
0.007,0.100002,0.4
0.008,0.100003,0.4
0.009,0.100003,0.4
0.01,0.100004,0.4
0.011,0.100005,0.4
0.012,0.100006,0.4
0.013,0.100007,0.4
0.014,0.100009,0.4
0.015,0.10001,0.4
0.016,0.100012,0.4
0.017,0.100013,0.4
0.018,0.100015,0.4
0.019,0.100016,0.4
0.02,0.100018,0.4
0.021,0.10002,0.4
0.022,0.100022,0.4
0.023,0.100024,0.4
0.024,0.100027,0.4
0.025,0.100029,0.4
0.026,0.100031,0.4
0.027,0.100034,0.4
0.028,0.100036,0.4
0.029,0.100039,0.4
0.03,0.100042,0.4
0.031,0.100045,0.4
0.032,0.100048,0.4
0.033,0.100051,0.4
0.034,0.100054,0.4
0.035,0.100057,0.4
0.036,0.100061,0.4
0.037,0.100064,0.4
0.038,0.100068,0.4
0.039,0.100071,0.4
0.04,0.100075,0.4
0.041,0.100079,0.4
0.042,0.100083,0.4
0.043,0.100087,0.4
0.044,0.100091,0.4
0.045,0.100095,0.4
0.046,0.100099,0.4
0.047,0.100104,0.4
0.048,0.100108,0.4
0.049,0.100113,0.4
0.05,0.100118,0.4
0.051,0.100123,0.4
0.052,0.100127,0.4
0.053,0.100132,0.4
0.054,0.100138,0.4
0.055,0.100143,0.4
0.056,0.100148,0.4
0.057,0.100153,0.4
0.058,0.100159,0.4
0.059,0.100164,0.4
0.06,0.10017,0.4
0.061,0.100176,0.4
0.062,0.100182,0.4
0.063,0.100188,0.4
0.064,0.100194,0.4
0.065,0.1002,0.4
0.066,0.100206,0.4
0.067,0.100212,0.4
0.068,0.100219,0.4
0.069,0.100225,0.4
0.07,0.100232,0.4
0.071,0.100239,0.4
0.072,0.100246,0.4
0.073,0.100253,0.4
0.074,0.10026,0.4
0.075,0.100267,0.4
0.076,0.100274,0.4
0.077,0.100281,0.4
0.078,0.100289,0.4
0.079,0.100296,0.4
0.08,0.100304,0.4
0.081,0.100311,0.4
0.082,0.100319,0.4
0.083,0.100327,0.4
0.084,0.100335,0.4
0.085,0.100343,0.4
0.086,0.100351,0.4
0.087,0.10036,0.4
0.088,0.100368,0.4
0.089,0.100376,0.4
0.09,0.100385,0.4
0.091,0.100394,0.4
0.092,0.100402,0.4
0.093,0.100411,0.4
0.094,0.10042,0.4
0.095,0.100429,0.4
0.096,0.100438,0.4
0.097,0.100447,0.4
0.098,0.100457,0.4
0.099,0.100466,0.4
0.1,0.100476,0.4
0.101,0.100485,0.4
0.102,0.100495,0.4
0.103,0.100505,0.4
0.104,0.100515,0.4
0.105,0.100525,0.4
0.106,0.100535,0.4
0.107,0.100545,0.4
0.108,0.100555,0.4
0.109,0.100566,0.4
0.11,0.100576,0.4
0.111,0.100587,0.4
0.112,0.100597,0.4
0.113,0.100608,0.4
0.114,0.100619,0.4
0.115,0.10063,0.4
0.116,0.100641,0.4
0.117,0.100652,0.4
0.118,0.100663,0.4
0.119,0.100675,0.4
0.12,0.100686,0.4
0.121,0.100698,0.4
0.122,0.100709,0.4
0.123,0.100721,0.4
0.124,0.100733,0.4
0.125,0.100745,0.4
0.126,0.100757,0.4
0.127,0.100769,0.4
0.128,0.100781,0.4
0.129,0.100793,0.4
0.13,0.100806,0.4
0.131,0.100818,0.4
0.132,0.100831,0.4
0.133,0.100844,0.4
0.134,0.100856,0.4
0.135,0.100869,0.4
0.136,0.100882,0.4
0.137,0.100895,0.4
0.138,0.100909,0.4
0.139,0.100922,0.4
0.14,0.100935,0.4
0.141,0.100949,0.4
0.142,0.100962,0.4
0.143,0.100976,0.4
0.144,0.10099,0.4
0.145,0.101003,0.4
0.146,0.101017,0.4
0.147,0.101031,0.4
0.148,0.101045,0.4
0.149,0.10106,0.4
0.15,0.101074,0.4
0.151,0.101088,0.4
0.152,0.101103,0.4
0.153,0.101118,0.4
0.154,0.101132,0.4
0.155,0.101147,0.4
0.156,0.101162,0.4
0.157,0.101177,0.4
0.158,0.101192,0.4
0.159,0.101207,0.4
0.16,0.101223,0.4
0.161,0.101238,0.4
0.162,0.101253,0.4
0.163,0.101269,0.4
0.164,0.101285,0.4
0.165,0.1013,0.4
0.166,0.101316,0.4
0.167,0.101332,0.4
0.168,0.101348,0.4
0.169,0.101364,0.4
0.17,0.101381,0.4
0.171,0.101397,0.4
0.172,0.101413,0.4
0.173,0.10143,0.4
0.174,0.101447,0.4
0.175,0.101463,0.4
0.176,0.10148,0.4
0.177,0.101497,0.4
0.178,0.101514,0.4
0.179,0.101531,0.4
0.18,0.101548,0.4
0.181,0.101566,0.4
0.182,0.101583,0.4
0.183,0.101601,0.4
0.184,0.101618,0.4
0.185,0.101636,0.4
0.186,0.101654,0.4
0.187,0.101672,0.4
0.188,0.10169,0.4
0.189,0.101708,0.4
0.19,0.101726,0.4
0.191,0.101744,0.4
0.192,0.101762,0.4
0.193,0.101781,0.4
0.194,0.101799,0.4
0.195,0.101818,0.4
0.196,0.101837,0.4
0.197,0.101856,0.4
0.198,0.101875,0.4
0.199,0.101894,0.4
0.2,0.101913,0.4
0.201,0.101932,0.4
0.202,0.101951,0.4
0.203,0.101971,0.4
0.204,0.10199,0.4
0.205,0.10201,0.4
0.206,0.10203,0.4
0.207,0.102049,0.4
0.208,0.102069,0.4
0.209,0.102089,0.4
0.21,0.102109,0.4
0.211,0.102129,0.4
0.212,0.10215,0.4
0.213,0.10217,0.4
0.214,0.102191,0.4
0.215,0.102211,0.4
0.216,0.102232,0.4
0.217,0.102253,0.4
0.218,0.102273,0.4
0.219,0.102294,0.4
0.22,0.102316,0.4
0.221,0.102337,0.4
0.222,0.102358,0.4
0.223,0.102379,0.4
0.224,0.102401,0.4
0.225,0.102422,0.4
0.226,0.102444,0.4
0.227,0.102466,0.4
0.228,0.102487,0.4
0.229,0.102509,0.4
0.23,0.102531,0.4
0.231,0.102553,0.4
0.232,0.102576,0.4
0.233,0.102598,0.4
0.234,0.10262,0.4
0.235,0.102643,0.4
0.236,0.102665,0.4
0.237,0.102688,0.4
0.238,0.102711,0.4
0.239,0.102734,0.4
0.24,0.102757,0.4
0.241,0.10278,0.4
0.242,0.102803,0.4
0.243,0.102826,0.4
0.244,0.10285,0.4
0.245,0.102873,0.4
0.246,0.102897,0.4
0.247,0.10292,0.4
0.248,0.102944,0.4
0.249,0.102968,0.4
0.25,0.102992,0.4
0.251,0.103016,0.4
0.252,0.10304,0.4
0.253,0.103064,0.4
0.254,0.103089,0.4
0.255,0.103113,0.4
0.256,0.103137,0.4
0.257,0.103162,0.4
0.258,0.103187,0.4
0.259,0.103212,0.4
0.26,0.103237,0.4
0.261,0.103262,0.4
0.262,0.103287,0.4
0.263,0.103312,0.4
0.264,0.103337,0.4
0.265,0.103362,0.4
0.266,0.103388,0.4
0.267,0.103414,0.4
0.268,0.103439,0.4
0.269,0.103465,0.4
0.27,0.103491,0.4
0.271,0.103517,0.4
0.272,0.103543,0.4
0.273,0.103569,0.4
0.274,0.103595,0.4
0.275,0.103622,0.4
0.276,0.103648,0.4
0.277,0.103675,0.4
0.278,0.103701,0.4
0.279,0.103728,0.4
0.28,0.103755,0.4
0.281,0.103782,0.4
0.282,0.103809,0.4
0.283,0.103836,0.4
0.284,0.103863,0.4
0.285,0.10389,0.4
0.286,0.103918,0.4
0.287,0.103945,0.4
0.288,0.103973,0.4
0.289,0.104001,0.4
0.29,0.104028,0.4
0.291,0.104056,0.4
0.292,0.104084,0.4
0.293,0.104112,0.4
0.294,0.10414,0.4
0.295,0.104169,0.4
0.296,0.104197,0.4
0.297,0.104226,0.4
0.298,0.104254,0.4
0.299,0.104283,0.4
0.3,0.104311,0.4
0.301,0.10434,0.4
0.302,0.104369,0.4
0.303,0.104398,0.4
0.304,0.104427,0.4
0.305,0.104457,0.4
0.306,0.104486,0.4
0.307,0.104515,0.4
0.308,0.104545,0.4
0.309,0.104575,0.4
0.31,0.104604,0.4
0.311,0.104634,0.4
0.312,0.104664,0.4
0.313,0.104694,0.4
0.314,0.104724,0.4
0.315,0.104754,0.4
0.316,0.104785,0.4
0.317,0.104815,0.4
0.318,0.104845,0.4
0.319,0.104876,0.4
0.32,0.104907,0.4
0.321,0.104938,0.4
0.322,0.104968,0.4
0.323,0.104999,0.4
0.324,0.10503,0.4
0.325,0.105062,0.4
0.326,0.105093,0.4
0.327,0.105124,0.4
0.328,0.105156,0.4
0.329,0.105187,0.4
0.33,0.105219,0.4
0.331,0.105251,0.4
0.332,0.105282,0.4
0.333,0.105314,0.4
0.334,0.105346,0.4
0.335,0.105378,0.4
0.336,0.105411,0.4
0.337,0.105443,0.4
0.338,0.105475,0.4
0.339,0.105508,0.4
0.34,0.10554,0.4
0.341,0.105573,0.4
0.342,0.105606,0.4
0.343,0.105639,0.4
0.344,0.105672,0.4
0.345,0.105705,0.4
0.346,0.105738,0.4
0.347,0.105771,0.4
0.348,0.105805,0.4
0.349,0.105838,0.4
0.35,0.105872,0.4
0.351,0.105905,0.4
0.352,0.105939,0.4
0.353,0.105973,0.4
0.354,0.106007,0.4
0.355,0.106041,0.4
0.356,0.106075,0.4
0.357,0.106109,0.4
0.358,0.106144,0.4
0.359,0.106178,0.4
0.36,0.106213,0.4
0.361,0.106247,0.4
0.362,0.106282,0.4
0.363,0.106317,0.4
0.364,0.106352,0.4
0.365,0.106387,0.4
0.366,0.106422,0.4
0.367,0.106457,0.4
0.368,0.106492,0.4
0.369,0.106528,0.4
0.37,0.106563,0.4
0.371,0.106599,0.4
0.372,0.106635,0.4
0.373,0.10667,0.4
0.374,0.106706,0.4
0.375,0.106742,0.4
0.376,0.106778,0.4
0.377,0.106815,0.4
0.378,0.106851,0.4
0.379,0.106887,0.4
0.38,0.106924,0.4
0.381,0.10696,0.4
0.382,0.106997,0.4
0.383,0.107034,0.4
0.384,0.10707,0.4
0.385,0.107107,0.4
0.386,0.107144,0.4
0.387,0.107181,0.4
0.388,0.107219,0.4
0.389,0.107256,0.4
0.39,0.107293,0.4
0.391,0.107331,0.4
0.392,0.107369,0.4
0.393,0.107406,0.4
0.394,0.107444,0.4
0.395,0.107482,0.4
0.396,0.10752,0.4
0.397,0.107558,0.4
0.398,0.107596,0.4
0.399,0.107635,0.4
0.4,0.107673,0.4
0.401,0.107711,0.4
0.402,0.10775,0.4
0.403,0.107789,0.4
0.404,0.107827,0.4
0.405,0.107866,0.4
0.406,0.107905,0.4
0.407,0.107944,0.4
0.408,0.107984,0.4
0.409,0.108023,0.4
0.41,0.108062,0.4
0.411,0.108102,0.4
0.412,0.108141,0.4
0.413,0.108181,0.4
0.414,0.10822,0.4
0.415,0.10826,0.4
0.416,0.1083,0.4
0.417,0.10834,0.4
0.418,0.10838,0.4
0.419,0.108421,0.4
0.42,0.108461,0.4
0.421,0.108501,0.4
0.422,0.108542,0.4
0.423,0.108582,0.4
0.424,0.108623,0.4
0.425,0.108664,0.4
0.426,0.108705,0.4
0.427,0.108746,0.4
0.428,0.108787,0.4
0.429,0.108828,0.4
0.43,0.108869,0.4
0.431,0.108911,0.4
0.432,0.108952,0.4
0.433,0.108994,0.4
0.434,0.109035,0.4
