time,x,y,x,y
0,0.3,0.4,0.4,0.4
0.001,0.3,0.4,0.4,0.4
0.002,0.299999,0.4,0.400001,0.4
0.003,0.299997,0.4,0.400003,0.4
0.004,0.299995,0.4,0.400005,0.4
0.005,0.299991,0.4,0.400009,0.4
0.006,0.299986,0.4,0.400014,0.4
0.007,0.299981,0.4,0.400019,0.4
0.008,0.299975,0.4,0.400025,0.4
0.009,0.299967,0.4,0.400033,0.4
0.01,0.299959,0.4,0.400041,0.4
0.011,0.29995,0.4,0.40005,0.4
0.012,0.29994,0.4,0.40006,0.4
0.013,0.299929,0.4,0.400071,0.4
0.014,0.299918,0.4,0.400082,0.4
0.015,0.299905,0.4,0.400095,0.4
0.016,0.299891,0.4,0.400109,0.4
0.017,0.299877,0.4,0.400123,0.4
0.018,0.299862,0.4,0.400138,0.4
0.019,0.299845,0.4,0.400155,0.4
0.02,0.299828,0.4,0.400172,0.4
0.021,0.29981,0.4,0.40019,0.4
0.022,0.299791,0.4,0.400209,0.4
0.023,0.299771,0.4,0.400229,0.4
0.024,0.29975,0.4,0.40025,0.4
0.025,0.299729,0.4,0.400271,0.4
0.026,0.299706,0.4,0.400294,0.4
0.027,0.299682,0.4,0.400318,0.4
0.028,0.299658,0.4,0.400342,0.4
0.029,0.299633,0.4,0.400367,0.4
0.03,0.299606,0.4,0.400394,0.4
0.031,0.299579,0.4,0.400421,0.4
0.032,0.299551,0.4,0.400449,0.4
0.033,0.299522,0.4,0.400478,0.4
0.034,0.299492,0.4,0.400508,0.4
0.035,0.299462,0.4,0.400538,0.4
0.036,0.29943,0.4,0.40057,0.4
0.037,0.299397,0.4,0.400603,0.4
0.038,0.299364,0.4,0.400636,0.4
0.039,0.29933,0.4,0.40067,0.4
0.04,0.299294,0.4,0.400706,0.4
0.041,0.299258,0.4,0.400742,0.4
0.042,0.299221,0.4,0.400779,0.4
0.043,0.299183,0.4,0.400817,0.4
0.044,0.299144,0.4,0.400856,0.4
0.045,0.299104,0.4,0.400896,0.4
0.046,0.299064,0.4,0.400936,0.4
0.047,0.299022,0.4,0.400978,0.4
0.048,0.29898,0.4,0.40102,0.4
0.049,0.298936,0.4,0.401064,0.4
0.05,0.298892,0.4,0.401108,0.4
0.051,0.298847,0.4,0.401153,0.4
0.052,0.298801,0.4,0.401199,0.4
0.053,0.298754,0.4,0.401246,0.4
0.054,0.298706,0.4,0.401294,0.4
0.055,0.298657,0.4,0.401343,0.4
0.056,0.298607,0.4,0.401393,0.4
0.057,0.298557,0.4,0.401443,0.4
0.058,0.298505,0.4,0.401495,0.4
0.059,0.298453,0.4,0.401547,0.4
0.06,0.298399,0.4,0.401601,0.4
0.061,0.298345,0.4,0.401655,0.4
