x,y
0.334861,0.71865
0.413985,0.551461
0.744743,0.180336
0.172043,0.705768
0.135809,0.483818
0.550069,0.052258
0.551065,0.176116
0.292968,0.059621
0.081272,0.490255
0.351897,0.686276
0.113886,0.285068
0.610364,0.741576
time,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
0,0.334861,0.71865,0.413985,0.551461,0.744743,0.180336,0.172043,0.705768,0.135809,0.483818,0.550069,0.052258,0.551065,0.176116,0.292968,0.059621,0.081272,0.490255,0.351897,0.686276,0.113886,0.285068,0.610364,0.741576
0.001,0.334861,0.71865,0.413985,0.551461,0.744743,0.180336,0.172043,0.705768,0.135809,0.483818,0.550069,0.052258,0.551065,0.176116,0.292968,0.059621,0.081272,0.490255,0.351897,0.686276,0.113886,0.285068,0.610364,0.741576
0.002,0.334861,0.718649,0.413985,0.551461,0.744743,0.180336,0.172043,0.705768,0.135809,0.483818,0.550069,0.0522585,0.551065,0.176116,0.292968,0.059621,0.0812717,0.490255,0.351897,0.686276,0.113886,0.285068,0.610364,0.741576
0.003,0.334862,0.718648,0.413986,0.55146,0.744742,0.180337,0.172044,0.705768,0.135809,0.483819,0.550068,0.0522595,0.551064,0.176117,0.292968,0.0596211,0.081271,0.490255,0.351898,0.686275,0.113886,0.285068,0.610364,0.741575
0.004,0.334862,0.718647,0.413988,0.551459,0.74474,0.180338,0.172045,0.705768,0.13581,0.48382,0.550066,0.0522609,0.551062,0.176118,0.292967,0.0596212,0.0812701,0.490255,0.351899,0.686275,0.113886,0.285068,0.610364,0.741574
0.005,0.334863,0.718645,0.41399,0.551458,0.744739,0.180339,0.172047,0.705768,0.13581,0.483822,0.550065,0.0522629,0.55106,0.176119,0.292967,0.0596213,0.0812688,0.490254,0.351901,0.686274,0.113886,0.285068,0.610364,0.741572
0.006,0.334865,0.718642,0.413992,0.551457,0.744737,0.180341,0.172049,0.705768,0.135811,0.483823,0.550063,0.0522653,0.551058,0.176121,0.292967,0.0596215,0.0812672,0.490254,0.351903,0.686272,0.113887,0.285068,0.610365,0.74157
0.007,0.334866,0.718639,0.413995,0.551455,0.744734,0.180342,0.172051,0.705767,0.135812,0.483826,0.55006,0.0522682,0.551055,0.176123,0.292966,0.0596216,0.0812653,0.490253,0.351905,0.686271,0.113887,0.285068,0.610365,0.741568
0.008,0.334868,0.718636,0.413999,0.551454,0.744731,0.180345,0.172054,0.705767,0.135812,0.483828,0.550057,0.0522716,0.551051,0.176126,0.292965,0.0596219,0.0812631,0.490253,0.351908,0.686269,0.113887,0.285067,0.610365,0.741565
0.009,0.33487,0.718632,0.414003,0.551451,0.744728,0.180347,0.172057,0.705767,0.135813,0.483831,0.550054,0.0522755,0.551048,0.176128,0.292964,0.0596221,0.0812605,0.490252,0.351911,0.686267,0.113888,0.285067,0.610366,0.741562
0.01,0.334872,0.718627,0.414007,0.551449,0.744724,0.18035,0.172061,0.705767,0.135814,0.483834,0.55005,0.0522799,0.551043,0.176131,0.292964,0.0596224,0.0812576,0.490251,0.351915,0.686265,0.113888,0.285067,0.610366,0.741559
0.011,0.334875,0.718622,0.414012,0.551446,0.74472,0.180353,0.172064,0.705766,0.135816,0.483838,0.550046,0.0522847,0.551038,0.176135,0.292963,0.0596227,0.0812545,0.49025,0.351919,0.686263,0.113888,0.285067,0.610366,0.741555
0.012,0.334877,0.718617,0.414018,0.551443,0.744715,0.180356,0.172069,0.705766,0.135817,0.483842,0.550041,0.0522901,0.551033,0.176139,0.292961,0.059623,0.0812509,0.49025,0.351923,0.68626,0.113889,0.285067,0.610367,0.741551
0.013,0.33488,0.71861,0.414024,0.55144,0.74471,0.18036,0.172073,0.705766,0.135818,0.483846,0.550036,0.0522959,0.551027,0.176143,0.29296,0.0596234,0.0812471,0.490249,0.351928,0.686257,0.11389,0.285066,0.610367,0.741546
0.014,0.334884,0.718604,0.41403,0.551437,0.744705,0.180364,0.172079,0.705765,0.13582,0.483851,0.55003,0.0523022,0.551021,0.176147,0.292959,0.0596238,0.081243,0.490247,0.351933,0.686254,0.11389,0.285066,0.610368,0.741541
0.015,0.334887,0.718597,0.414037,0.551433,0.744699,0.180368,0.172084,0.705765,0.135822,0.483856,0.550024,0.052309,0.551014,0.176152,0.292958,0.0596242,0.0812385,0.490246,0.351939,0.686251,0.113891,0.285066,0.610368,0.741536
