time,x,y,x,y
0.604,0.732704,0,0.117296,0
0.605,0.732643,0,0.117357,0
0.606,0.732583,0,0.117417,0
0.607,0.732523,0,0.117477,0
0.608,0.732462,0,0.117538,0
0.609,0.732402,0,0.117598,0
0.61,0.732341,0,0.117659,0
0.611,0.73228,0,0.11772,0
0.612,0.732219,0,0.117781,0
0.613,0.732158,0,0.117842,0
0.614,0.732097,0,0.117903,0
0.615,0.732036,0,0.117964,0
0.616,0.731974,0,0.118026,0
0.617,0.731913,0,0.118087,0
0.618,0.731851,0,0.118149,0
0.619,0.73179,0,0.11821,0
0.62,0.731728,0,0.118272,0
0.621,0.731666,0,0.118334,0
0.622,0.731604,0,0.118396,0
0.623,0.731541,0,0.118459,0
0.624,0.731479,0,0.118521,0
0.625,0.731416,0,0.118584,0
0.626,0.731354,0,0.118646,0
0.627,0.731291,0,0.118709,0
0.628,0.731228,0,0.118772,0
0.629,0.731165,0,0.118835,0
0.63,0.731102,0,0.118898,0
0.631,0.731039,0,0.118961,0
0.632,0.730976,0,0.119024,0
0.633,0.730912,0,0.119088,0
0.634,0.730849,0,0.119151,0
0.635,0.730785,0,0.119215,0
0.636,0.730721,0,0.119279,0
0.637,0.730657,0,0.119343,0
0.638,0.730593,0,0.119407,0
0.639,0.730529,0,0.119471,0
0.64,0.730465,0,0.119535,0
0.641,0.7304,0,0.1196,0
0.642,0.730336,0,0.119664,0
0.643,0.730271,0,0.119729,0
0.644,0.730207,0,0.119793,0
0.645,0.730142,0,0.119858,0
0.646,0.730077,0,0.119923,0
0.647,0.730012,0,0.119988,0
0.648,0.729946,0,0.120054,0
0.649,0.729881,0,0.120119,0
0.65,0.729815,0,0.120185,0
0.651,0.72975,0,0.12025,0
0.652,0.729684,0,0.120316,0
0.653,0.729618,0,0.120382,0
0.654,0.729552,0,0.120448,0
0.655,0.729486,0,0.120514,0
0.656,0.72942,0,0.12058,0
0.657,0.729353,0,0.120647,0
0.658,0.729287,0,0.120713,0
0.659,0.72922,0,0.12078,0
0.66,0.729154,0,0.120846,0
0.661,0.729087,0,0.120913,0
0.662,0.72902,0,0.12098,0
0.663,0.728953,0,0.121047,0
0.664,0.728886,0,0.121114,0
0.665,0.728818,0,0.121182,0
0.666,0.728751,0,0.121249,0
0.667,0.728683,0,0.121317,0
0.668,0.728615,0,0.121385,0
0.669,0.728548,0,0.121452,0
0.67,0.72848,0,0.12152,0
0.671,0.728412,0,0.121588,0
0.672,0.728343,0,0.121657,0
0.673,0.728275,0,0.121725,0
0.674,0.728207,0,0.121793,0
0.675,0.728138,0,0.121862,0
0.676,0.728069,0,0.121931,0
0.677,0.728001,0,0.121999,0
0.678,0.727932,0,0.122068,0
0.679,0.727863,0,0.122137,0
0.68,0.727793,0,0.122207,0
0.681,0.727724,0,0.122276,0
0.682,0.727655,0,0.122345,0
0.683,0.727585,0,0.122415,0
0.684,0.727515,0,0.122485,0
0.685,0.727445,0,0.122555,0
0.686,0.727375,0,0.122625,0
0.687,0.727305,0,0.122695,0
0.688,0.727235,0,0.122765,0
0.689,0.727165,0,0.122835,0
0.69,0.727094,0,0.122906,0
0.691,0.727024,0,0.122976,0
0.692,0.726953,0,0.123047,0
0.693,0.726882,0,0.123118,0
0.694,0.726811,0,0.123189,0
0.695,0.72674,0,0.12326,0
0.696,0.726669,0,0.123331,0
0.697,0.726598,0,0.123402,0
0.698,0.726526,0,0.123474,0
0.699,0.726455,0,0.123545,0
0.7,0.726383,0,0.123617,0
0.701,0.726311,0,0.123689,0
0.702,0.726239,0,0.123761,0
0.703,0.726167,0,0.123833,0
0.704,0.726095,0,0.123905,0
0.705,0.726022,0,0.123978,0
0.706,0.72595,0,0.12405,0
0.707,0.725877,0,0.124123,0
0.708,0.725805,0,0.124195,0
0.709,0.725732,0,0.124268,0
0.71,0.725659,0,0.124341,0
0.711,0.725586,0,0.124414,0
0.712,0.725512,0,0.124488,0
0.713,0.725439,0,0.124561,0
0.714,0.725365,0,0.124635,0
0.715,0.725292,0,0.124708,0
0.716,0.725218,0,0.124782,0
0.717,0.725144,0,0.124856,0
0.718,0.72507,0,0.12493,0
0.719,0.724996,0,0.125004,0
0.72,0.724922,0,0.125078,0
0.721,0.724847,0,0.125153,0
0.722,0.724773,0,0.125227,0
0.723,0.724698,0,0.125302,0
0.724,0.724623,0,0.125377,0
0.725,0.724548,0,0.125452,0
0.726,0.724473,0,0.125527,0
0.727,0.724398,0,0.125602,0
0.728,0.724323,0,0.125677,0
0.729,0.724247,0,0.125753,0
0.73,0.724172,0,0.125828,0
0.731,0.724096,0,0.125904,0
0.732,0.72402,0,0.12598,0
0.733,0.723944,0,0.126056,0
0.734,0.723868,0,0.126132,0
0.735,0.723792,0,0.126208,0
0.736,0.723716,0,0.126284,0
0.737,0.723639,0,0.126361,0
0.738,0.723562,0,0.126438,0
0.739,0.723486,0,0.126514,0
0.74,0.723409,0,0.126591,0
0.741,0.723332,0,0.126668,0
0.742,0.723255,0,0.126745,0
0.743,0.723177,0,0.126823,0
0.744,0.7231,0,0.1269,0
0.745,0.723022,0,0.126978,0
0.746,0.722945,0,0.127055,0
0.747,0.722867,0,0.127133,0
0.748,0.722789,0,0.127211,0
0.749,0.722711,0,0.127289,0
0.75,0.722633,0,0.127367,0
0.751,0.722554,0,0.127446,0
0.752,0.722476,0,0.127524,0
0.753,0.722397,0,0.127603,0
0.754,0.722319,0,0.127681,0
0.755,0.72224,0,0.12776,0
0.756,0.722161,0,0.127839,0
0.757,0.722082,0,0.127918,0
0.758,0.722002,0,0.127998,0
0.759,0.721923,0,0.128077,0
0.76,0.721843,0,0.128157,0
0.761,0.721764,0,0.128236,0
0.762,0.721684,0,0.128316,0
0.763,0.721604,0,0.128396,0
0.764,0.721524,0,0.128476,0
0.765,0.721444,0,0.128556,0
0.766,0.721363,0,0.128637,0
0.767,0.721283,0,0.128717,0
0.768,0.721202,0,0.128798,0
0.769,0.721122,0,0.128878,0
0.77,0.721041,0,0.128959,0
0.771,0.72096,0,0.12904,0
0.772,0.720878,0,0.129122,0
0.773,0.720797,0,0.129203,0
0.774,0.720716,0,0.129284,0
