time,x,y
0.406,0.0919576,0.4
0.407,0.0919178,0.4
0.408,0.091878,0.4
0.409,0.0918381,0.4
0.41,0.0917981,0.4
0.411,0.0917579,0.4
0.412,0.0917177,0.4
0.413,0.0916774,0.4
0.414,0.091637,0.4
0.415,0.0915965,0.4
0.416,0.0915558,0.4
0.417,0.0915151,0.4
0.418,0.0914743,0.4
0.419,0.0914334,0.4
0.42,0.0913924,0.4
0.421,0.0913513,0.4
0.422,0.0913101,0.4
0.423,0.0912688,0.4
0.424,0.0912274,0.4
0.425,0.0911859,0.4
0.426,0.0911443,0.4
0.427,0.0911026,0.4
0.428,0.0910608,0.4
0.429,0.0910189,0.4
0.43,0.090977,0.4
0.431,0.0909349,0.4
0.432,0.0908927,0.4
0.433,0.0908504,0.4
0.434,0.090808,0.4
0.435,0.0907656,0.4
0.436,0.090723,0.4
0.437,0.0906803,0.4
0.438,0.0906375,0.4
0.439,0.0905947,0.4
0.44,0.0905517,0.4
0.441,0.0905086,0.4
0.442,0.0904655,0.4
0.443,0.0904222,0.4
0.444,0.0903789,0.4
0.445,0.0903354,0.4
0.446,0.0902919,0.4
0.447,0.0902482,0.4
0.448,0.0902045,0.4
0.449,0.0901606,0.4
0.45,0.0901167,0.4
0.451,0.0900726,0.4
0.452,0.0900285,0.4
0.453,0.0899842,0.4
0.454,0.0899399,0.4
0.455,0.0898955,0.4
0.456,0.0898509,0.4
0.457,0.0898063,0.4
0.458,0.0897616,0.4
0.459,0.0897167,0.4
0.46,0.0896718,0.4
0.461,0.0896268,0.4
0.462,0.0895816,0.4
0.463,0.0895364,0.4
0.464,0.0894911,0.4
0.465,0.0894457,0.4
0.466,0.0894002,0.4
0.467,0.0893546,0.4
0.468,0.0893088,0.4
0.469,0.089263,0.4
0.47,0.0892171,0.4
0.471,0.0891711,0.4
0.472,0.089125,0.4
0.473,0.0890788,0.4
0.474,0.0890325,0.4
0.475,0.0889861,0.4
0.476,0.0889396,0.4
0.477,0.088893,0.4
0.478,0.0888463,0.4
0.479,0.0887995,0.4
0.48,0.0887526,0.4
0.481,0.0887057,0.4
0.482,0.0886586,0.4
0.483,0.0886114,0.4
0.484,0.0885641,0.4
0.485,0.0885167,0.4
0.486,0.0884692,0.4
0.487,0.0884217,0.4
0.488,0.088374,0.4
0.489,0.0883262,0.4
0.49,0.0882784,0.4
0.491,0.0882304,0.4
0.492,0.0881823,0.4
0.493,0.0881342,0.4
0.494,0.0880859,0.4
0.495,0.0880375,0.4
0.496,0.0879891,0.4
0.497,0.0879405,0.4
0.498,0.0878919,0.4
0.499,0.0878431,0.4
0.5,0.0877943,0.4
0.501,0.0877453,0.4
0.502,0.0876963,0.4
0.503,0.0876471,0.4
0.504,0.0875979,0.4
0.505,0.0875485,0.4
0.506,0.0874991,0.4
0.507,0.0874495,0.4
0.508,0.0873999,0.4
0.509,0.0873502,0.4
0.51,0.0873003,0.4
0.511,0.0872504,0.4
0.512,0.0872004,0.4
0.513,0.0871503,0.4
0.514,0.0871,0.4
0.515,0.0870497,0.4
0.516,0.0869993,0.4
0.517,0.0869488,0.4
0.518,0.0868981,0.4
0.519,0.0868474,0.4
0.52,0.0867966,0.4
0.521,0.0867457,0.4
0.522,0.0866947,0.4
0.523,0.0866436,0.4
0.524,0.0865924,0.4
0.525,0.0865411,0.4
0.526,0.0864897,0.4
0.527,0.0864382,0.4
0.528,0.0863866,0.4
0.529,0.0863349,0.4
0.53,0.0862831,0.4
0.531,0.0862312,0.4
0.532,0.0861792,0.4
0.533,0.0861271,0.4
0.534,0.0860749,0.4
0.535,0.0860226,0.4
0.536,0.0859702,0.4
0.537,0.0859178,0.4
0.538,0.0858652,0.4
0.539,0.0858125,0.4
0.54,0.0857597,0.4
0.541,0.0857068,0.4
0.542,0.0856539,0.4
0.543,0.0856008,0.4
0.544,0.0855476,0.4
0.545,0.0854944,0.4
0.546,0.085441,0.4
0.547,0.0853875,0.4
0.548,0.085334,0.4
0.549,0.0852803,0.4
0.55,0.0852265,0.4
0.551,0.0851727,0.4
0.552,0.0851187,0.4
0.553,0.0850647,0.4
0.554,0.0850105,0.4
0.555,0.0849563,0.4
0.556,0.0849019,0.4
0.557,0.0848475,0.4
0.558,0.0847929,0.4
0.559,0.0847383,0.4
0.56,0.0846835,0.4
0.561,0.0846287,0.4
0.562,0.0845738,0.4
0.563,0.0845187,0.4
0.564,0.0844636,0.4
0.565,0.0844084,0.4
0.566,0.084353,0.4
0.567,0.0842976,0.4
0.568,0.0842421,0.4
0.569,0.0841865,0.4
0.57,0.0841307,0.4
0.571,0.0840749,0.4
0.572,0.084019,0.4
0.573,0.083963,0.4
0.574,0.0839069,0.4
0.575,0.0838506,0.4
0.576,0.0837943,0.4
0.577,0.0837379,0.4
0.578,0.0836814,0.4
0.579,0.0836248,0.4
0.58,0.0835681,0.4
0.581,0.0835113,0.4
0.582,0.0834544,0.4
0.583,0.0833974,0.4
0.584,0.0833403,0.4
0.585,0.0832831,0.4
0.586,0.0832258,0.4
0.587,0.0831684,0.4
0.588,0.0831109,0.4
0.589,0.0830533,0.4
0.59,0.0829956,0.4
0.591,0.0829378,0.4
0.592,0.08288,0.4
0.593,0.082822,0.4
0.594,0.0827639,0.4
0.595,0.0827057,0.4
0.596,0.0826474,0.4
0.597,0.0825891,0.4
0.598,0.0825306,0.4
0.599,0.082472,0.4
0.6,0.0824133,0.4
0.601,0.0823546,0.4
0.602,0.0822957,0.4
0.603,0.0822367,0.4
0.604,0.0821777,0.4
0.605,0.0821185,0.4
0.606,0.0820593,0.4
0.607,0.0819999,0.4
0.608,0.0819404,0.4
0.609,0.0818809,0.4
0.61,0.0818212,0.4
0.611,0.0817615,0.4
0.612,0.0817016,0.4
0.613,0.0816417,0.4
0.614,0.0815816,0.4
0.615,0.0815215,0.4
0.616,0.0814612,0.4
0.617,0.0814009,0.4
0.618,0.0813405,0.4
0.619,0.0812799,0.4
0.62,0.0812193,0.4
0.621,0.0811586,0.4
0.622,0.0810977,0.4
0.623,0.0810368,0.4
0.624,0.0809758,0.4
0.625,0.0809146,0.4
0.626,0.0808534,0.4
0.627,0.0807921,0.4
0.628,0.0807307,0.4
0.629,0.0806691,0.4
0.63,0.0806075,0.4
0.631,0.0805458,0.4
0.632,0.080484,0.4
0.633,0.0804221,0.4
0.634,0.0803601,0.4
0.635,0.0802979,0.4
0.636,0.0802357,0.4
0.637,0.0801734,0.4
0.638,0.080111,0.4
0.639,0.0800485,0.4
0.64,0.0799859,0.4
0.641,0.0799232,0.4
0.642,0.0798604,0.4
0.643,0.0797975,0.4
0.644,0.0797345,0.4
0.645,0.0796714,0.4
0.646,0.0796082,0.4
0.647,0.0795449,0.4
0.648,0.0794816,0.4
0.649,0.0794181,0.4
0.65,0.0793545,0.4
0.651,0.0792908,0.4
0.652,0.079227,0.4
0.653,0.0791631,0.4
0.654,0.0790992,0.4
0.655,0.0790351,0.4
0.656,0.0789709,0.4
0.657,0.0789066,0.4
0.658,0.0788423,0.4
0.659,0.0787778,0.4
0.66,0.0787132,0.4
0.661,0.0786485,0.4
0.662,0.0785838,0.4
0.663,0.0785189,0.4
0.664,0.0784539,0.4
0.665,0.0783889,0.4
0.666,0.0783237,0.4
0.667,0.0782585,0.4
0.668,0.0781931,0.4
0.669,0.0781277,0.4
0.67,0.0780621,0.4
0.671,0.0779965,0.4
0.672,0.0779307,0.4
0.673,0.0778649,0.4
0.674,0.0777989,0.4
0.675,0.0777329,0.4
0.676,0.0776667,0.4
0.677,0.0776005,0.4
0.678,0.0775341,0.4
0.679,0.0774677,0.4
0.68,0.0774012,0.4
0.681,0.0773345,0.4
0.682,0.0772678,0.4
0.683,0.077201,0.4
0.684,0.077134,0.4
0.685,0.077067,0.4
0.686,0.0769999,0.4
0.687,0.0769326,0.4
0.688,0.0768653,0.4
0.689,0.0767979,0.4
0.69,0.0767304,0.4
0.691,0.0766628,0.4
0.692,0.076595,0.4
0.693,0.0765272,0.4
0.694,0.0764593,0.4
0.695,0.0763913,0.4
0.696,0.0763232,0.4
0.697,0.076255,0.4
0.698,0.0761867,0.4
0.699,0.0761183,0.4
0.7,0.0760498,0.4
0.701,0.0759811,0.4
0.702,0.0759124,0.4
0.703,0.0758436,0.4
0.704,0.0757747,0.4
0.705,0.0757057,0.4
0.706,0.0756367,0.4
0.707,0.0755675,0.4
0.708,0.0754982,0.4
0.709,0.0754288,0.4
0.71,0.0753593,0.4
0.711,0.0752897,0.4
0.712,0.07522,0.4
0.713,0.0751502,0.4
0.714,0.0750803,0.4
0.715,0.0750104,0.4
0.716,0.0749403,0.4
0.717,0.0748701,0.4
0.718,0.0747998,0.4
0.719,0.0747294,0.4
0.72,0.074659,0.4
0.721,0.0745884,0.4
0.722,0.0745177,0.4
0.723,0.074447,0.4
0.724,0.0743761,0.4
0.725,0.0743051,0.4
0.726,0.0742341,0.4
0.727,0.0741629,0.4
0.728,0.0740916,0.4
0.729,0.0740203,0.4
0.73,0.0739488,0.4
0.731,0.0738773,0.4
0.732,0.0738056,0.4
0.733,0.0737338,0.4
0.734,0.073662,0.4
0.735,0.07359,0.4
0.736,0.073518,0.4
0.737,0.0734458,0.4
0.738,0.0733736,0.4
0.739,0.0733013,0.4
0.74,0.0732288,0.4
0.741,0.0731563,0.4
0.742,0.0730836,0.4
0.743,0.0730109,0.4
0.744,0.072938,0.4
0.745,0.0728651,0.4
0.746,0.0727921,0.4
0.747,0.0727189,0.4
0.748,0.0726457,0.4
0.749,0.0725724,0.4
0.75,0.072499,0.4
0.751,0.0724254,0.4
0.752,0.0723518,0.4
0.753,0.0722781,0.4
0.754,0.0722043,0.4
0.755,0.0721303,0.4
0.756,0.0720563,0.4
0.757,0.0719822,0.4
0.758,0.071908,0.4
0.759,0.0718337,0.4
0.76,0.0717592,0.4
0.761,0.0716847,0.4
0.762,0.0716101,0.4
0.763,0.0715354,0.4
0.764,0.0714606,0.4
0.765,0.0713857,0.4
0.766,0.0713107,0.4
0.767,0.0712356,0.4
0.768,0.0711604,0.4
0.769,0.0710851,0.4
0.77,0.0710097,0.4
0.771,0.0709342,0.4
0.772,0.0708586,0.4
0.773,0.0707829,0.4
0.774,0.0707071,0.4
0.775,0.0706312,0.4
0.776,0.0705552,0.4
0.777,0.0704791,0.4
0.778,0.0704029,0.4
0.779,0.0703267,0.4
0.78,0.0702503,0.4
0.781,0.0701738,0.4
0.782,0.0700972,0.4
0.783,0.0700205,0.4
0.784,0.0699437,0.4
0.785,0.0698669,0.4
0.786,0.0697899,0.4
0.787,0.0697128,0.4
0.788,0.0696356,0.4
0.789,0.0695584,0.4
0.79,0.069481,0.4
0.791,0.0694035,0.4
0.792,0.069326,0.4
0.793,0.0692483,0.4
0.794,0.0691705,0.4
0.795,0.0690927,0.4
0.796,0.0690147,0.4
0.797,0.0689366,0.4
0.798,0.0688585,0.4
0.799,0.0687802,0.4
0.8,0.0687019,0.4
0.801,0.0686234,0.4
0.802,0.0685449,0.4
0.803,0.0684662,0.4
0.804,0.0683875,0.4
0.805,0.0683086,0.4
0.806,0.0682297,0.4
0.807,0.0681506,0.4
0.808,0.0680715,0.4
0.809,0.0679922,0.4
0.81,0.0679129,0.4
0.811,0.0678334,0.4
0.812,0.0677539,0.4
0.813,0.0676743,0.4
0.814,0.0675945,0.4
0.815,0.0675147,0.4
0.816,0.0674347,0.4
0.817,0.0673547,0.4
0.818,0.0672746,0.4
0.819,0.0671943,0.4
0.82,0.067114,0.4
0.821,0.0670336,0.4
0.822,0.0669531,0.4
0.823,0.0668724,0.4
0.824,0.0667917,0.4
0.825,0.0667109,0.4
0.826,0.06663,0.4
0.827,0.066549,0.4
0.828,0.0664678,0.4
0.829,0.0663866,0.4
0.83,0.0663053,0.4
0.831,0.0662239,0.4
0.832,0.0661424,0.4
0.833,0.0660608,0.4
0.834,0.0659791,0.4
0.835,0.0658972,0.4
0.836,0.0658153,0.4
0.837,0.0657333,0.4
0.838,0.0656512,0.4
0.839,0.065569,0.4
0.84,0.0654867,0.4
0.841,0.0654043,0.4
0.842,0.0653218,0.4
0.843,0.0652392,0.4
0.844,0.0651565,0.4
0.845,0.0650737,0.4
0.846,0.0649908,0.4
0.847,0.0649078,0.4
0.848,0.0648247,0.4
0.849,0.0647416,0.4
0.85,0.0646583,0.4
0.851,0.0645749,0.4
0.852,0.0644914,0.4
0.853,0.0644078,0.4
0.854,0.0643241,0.4
0.855,0.0642403,0.4
0.856,0.0641565,0.4
0.857,0.0640725,0.4
0.858,0.0639884,0.4
0.859,0.0639042,0.4
0.86,0.0638199,0.4
0.861,0.0637356,0.4
0.862,0.0636511,0.4
0.863,0.0635665,0.4
0.864,0.0634819,0.4
0.865,0.0633971,0.4
0.866,0.0633122,0.4
0.867,0.0632272,0.4
0.868,0.0631422,0.4
0.869,0.063057,0.4
0.87,0.0629718,0.4
0.871,0.0628864,0.4
0.872,0.0628009,0.4
0.873,0.0627154,0.4
0.874,0.0626297,0.4
0.875,0.062544,0.4
0.876,0.0624581,0.4
0.877,0.0623721,0.4
0.878,0.0622861,0.4
0.879,0.0621999,0.4
0.88,0.0621137,0.4
0.881,0.0620273,0.4
0.882,0.0619409,0.4
0.883,0.0618543,0.4
0.884,0.0617677,0.4
0.885,0.061681,0.4
0.886,0.0615941,0.4
0.887,0.0615072,0.4
0.888,0.0614201,0.4
0.889,0.061333,0.4
0.89,0.0612457,0.4
0.891,0.0611584,0.4
0.892,0.061071,0.4
0.893,0.0609834,0.4
0.894,0.0608958,0.4
0.895,0.0608081,0.4
0.896,0.0607202,0.4
0.897,0.0606323,0.4
0.898,0.0605443,0.4
0.899,0.0604562,0.4
0.9,0.0603679,0.4
0.901,0.0602796,0.4
0.902,0.0601912,0.4
0.903,0.0601027,0.4
0.904,0.060014,0.4
0.905,0.0599253,0.4
0.906,0.0598365,0.4
0.907,0.0597476,0.4
0.908,0.0596586,0.4
0.909,0.0595694,0.4
0.91,0.0594802,0.4
0.911,0.0593909,0.4
0.912,0.0593015,0.4
0.913,0.059212,0.4
0.914,0.0591224,0.4
0.915,0.0590327,0.4
0.916,0.0589429,0.4
0.917,0.058853,0.4
0.918,0.058763,0.4
0.919,0.0586729,0.4
0.92,0.0585827,0.4
0.921,0.0584924,0.4
0.922,0.0584019,0.4
0.923,0.0583115,0.4
0.924,0.0582209,0.4
0.925,0.0581302,0.4
0.926,0.0580394,0.4
0.927,0.0579485,0.4
0.928,0.0578575,0.4
0.929,0.0577664,0.4
0.93,0.0576752,0.4
0.931,0.0575839,0.4
0.932,0.0574925,0.4
0.933,0.057401,0.4
0.934,0.0573094,0.4
0.935,0.0572178,0.4
0.936,0.057126,0.4
0.937,0.0570341,0.4
0.938,0.0569421,0.4
0.939,0.05685,0.4
0.94,0.0567578,0.4
0.941,0.0566656,0.4
0.942,0.0565732,0.4
0.943,0.0564807,0.4
0.944,0.0563881,0.4
0.945,0.0562955,0.4
0.946,0.0562027,0.4
0.947,0.0561098,0.4
0.948,0.0560168,0.4
0.949,0.0559238,0.4
0.95,0.0558306,0.4
0.951,0.0557373,0.4
0.952,0.055644,0.4
0.953,0.0555505,0.4
0.954,0.0554569,0.4
0.955,0.0553633,0.4
0.956,0.0552695,0.4
0.957,0.0551757,0.4
0.958,0.0550817,0.4
0.959,0.0549876,0.4
0.96,0.0548935,0.4
0.961,0.0547992,0.4
0.962,0.0547049,0.4
0.963,0.0546104,0.4
0.964,0.0545159,0.4
0.965,0.0544212,0.4
0.966,0.0543265,0.4
0.967,0.0542316,0.4
0.968,0.0541367,0.4
0.969,0.0540416,0.4
0.97,0.0539465,0.4
0.971,0.0538512,0.4
0.972,0.0537559,0.4
0.973,0.0536604,0.4
0.974,0.0535649,0.4
0.975,0.0534693,0.4
0.976,0.0533735,0.4
0.977,0.0532777,0.4
0.978,0.0531817,0.4
0.979,0.0530857,0.4
0.98,0.0529896,0.4
0.981,0.0528933,0.4
0.982,0.052797,0.4
0.983,0.0527006,0.4
0.984,0.052604,0.4
0.985,0.0525074,0.4
0.986,0.0524107,0.4
0.987,0.0523138,0.4
0.988,0.0522169,0.4
0.989,0.0521199,0.4
0.99,0.0520228,0.4
0.991,0.0519255,0.4
0.992,0.0518282,0.4
0.993,0.0517308,0.4
0.994,0.0516333,0.4
0.995,0.0515357,0.4
0.996,0.0514379,0.4
0.997,0.0513401,0.4
0.998,0.0512422,0.4
0.999,0.0511442,0.4
1,0.0510461,0.4
1.001,0.0509479,0.4
1.002,0.0508495,0.4
1.003,0.0507511,0.4
1.004,0.0506526,0.4
1.005,0.050554,0.4
