x,y
0,0
0,0
time,x,y,x,y
0,0,0,0,0
0.001,-0.904837,0,0.904837,0
0.002,-0.904839,0,0.904839,0
0.003,-0.904842,0,0.904842,0
0.004,-0.904846,0,0.904846,0
0.005,-0.904852,0,0.904852,0
0.006,-0.90486,0,0.90486,0
0.007,-0.904868,0,0.904868,0
0.008,-0.904879,0,0.904879,0
0.009,-0.90489,0,0.90489,0
0.01,-0.904904,0,0.904904,0
0.011,-0.904918,0,0.904918,0
0.012,-0.904935,0,0.904935,0
0.013,-0.904952,0,0.904952,0
0.014,-0.904972,0,0.904972,0
0.015,-0.904992,0,0.904992,0
0.016,-0.905014,0,0.905014,0
0.017,-0.905038,0,0.905038,0
0.018,-0.905063,0,0.905063,0
0.019,-0.905089,0,0.905089,0
0.02,-0.905117,0,0.905117,0
0.021,-0.905147,0,0.905147,0
0.022,-0.905178,0,0.905178,0
0.023,-0.90521,0,0.90521,0
0.024,-0.905244,0,0.905244,0
0.025,-0.90528,0,0.90528,0
0.026,-0.905316,0,0.905316,0
0.027,-0.905355,0,0.905355,0
0.028,-0.905394,0,0.905394,0
0.029,-0.905436,0,0.905436,0
0.03,-0.905479,0,0.905479,0
0.031,-0.905523,0,0.905523,0
0.032,-0.905568,0,0.905568,0
0.033,-0.905616,0,0.905616,0
0.034,-0.905664,0,0.905664,0
0.035,-0.905714,0,0.905714,0
0.036,-0.905766,0,0.905766,0
0.037,-0.905819,0,0.905819,0
0.038,-0.905873,0,0.905873,0
0.039,-0.90593,0,0.90593,0
0.04,-0.905987,0,0.905987,0
0.041,-0.906046,0,0.906046,0
0.042,-0.906106,0,0.906106,0
0.043,-0.906168,0,0.906168,0
0.044,-0.906232,0,0.906232,0
0.045,-0.906297,0,0.906297,0
0.046,-0.906363,0,0.906363,0
0.047,-0.906431,0,0.906431,0
0.048,-0.9065,0,0.9065,0
0.049,-0.906571,0,0.906571,0
0.05,-0.906643,0,0.906643,0
0.051,-0.906717,0,0.906717,0
0.052,-0.906792,0,0.906792,0
0.053,-0.906868,0,0.906868,0
0.054,-0.906947,0,0.906947,0
0.055,-0.907026,0,0.907026,0
0.056,-0.907107,0,0.907107,0
0.057,-0.90719,0,0.90719,0
0.058,-0.907274,0,0.907274,0
0.059,-0.907359,0,0.907359,0
0.06,-0.907446,0,0.907446,0
0.061,-0.907535,0,0.907535,0
0.062,-0.907625,0,0.907625,0
0.063,-0.907716,0,0.907716,0
0.064,-0.907809,0,0.907809,0
0.065,-0.907903,0,0.907903,0
0.066,-0.907999,0,0.907999,0
0.067,-0.908096,0,0.908096,0
0.068,-0.908195,0,0.908195,0
0.069,-0.908295,0,0.908295,0
0.07,-0.908397,0,0.908397,0
0.071,-0.9085,0,0.9085,0
0.072,-0.908605,0,0.908605,0
0.073,-0.908711,0,0.908711,0
0.074,-0.908819,0,0.908819,0
0.075,-0.908928,0,0.908928,0
0.076,-0.909038,0,0.909038,0
0.077,-0.909151,0,0.909151,0
0.078,-0.909264,0,0.909264,0
0.079,-0.909379,0,0.909379,0
0.08,-0.909496,0,0.909496,0
0.081,-0.909613,0,0.909613,0
0.082,-0.909733,0,0.909733,0
0.083,-0.909854,0,0.909854,0
0.084,-0.909976,0,0.909976,0
0.085,-0.9101,0,0.9101,0
0.086,-0.910225,0,0.910225,0
0.087,-0.910352,0,0.910352,0
0.088,-0.910481,0,0.910481,0
0.089,-0.91061,0,0.91061,0
0.09,-0.910742,0,0.910742,0
0.091,-0.910874,0,0.910874,0
0.092,-0.911008,0,0.911008,0
0.093,-0.911144,0,0.911144,0
0.094,-0.911281,0,0.911281,0
0.095,-0.91142,0,0.91142,0
0.096,-0.91156,0,0.91156,0
0.097,-0.911702,0,0.911702,0
0.098,-0.911845,0,0.911845,0
0.099,-0.911989,0,0.911989,0
0.1,-0.912135,0,0.912135,0
0.101,-0.912283,0,0.912283,0
0.102,-0.912432,0,0.912432,0
0.103,-0.912582,0,0.912582,0
0.104,-0.912734,0,0.912734,0
0.105,-0.912887,0,0.912887,0
0.106,-0.913042,0,0.913042,0
0.107,-0.913199,0,0.913199,0
0.108,-0.913356,0,0.913356,0
0.109,-0.913516,0,0.913516,0
0.11,-0.913677,0,0.913677,0
0.111,-0.913839,0,0.913839,0
0.112,-0.914003,0,0.914003,0
0.113,-0.914168,0,0.914168,0
0.114,-0.914335,0,0.914335,0
0.115,-0.914503,0,0.914503,0
0.116,-0.914672,0,0.914672,0
0.117,-0.914843,0,0.914843,0
0.118,-0.915016,0,0.915016,0
0.119,-0.91519,0,0.91519,0
0.12,-0.915366,0,0.915366,0
0.121,-0.915543,0,0.915543,0
0.122,-0.915721,0,0.915721,0
0.123,-0.915901,0,0.915901,0
0.124,-0.916083,0,0.916083,0
0.125,-0.916266,0,0.916266,0
0.126,-0.91645,0,0.91645,0
0.127,-0.916636,0,0.916636,0
0.128,-0.916824,0,0.916824,0
0.129,-0.917012,0,0.917012,0
0.13,-0.917203,0,0.917203,0
0.131,-0.917395,0,0.917395,0
0.132,-0.917588,0,0.917588,0
0.133,-0.917783,0,0.917783,0
0.134,-0.917979,0,0.917979,0
0.135,-0.918177,0,0.918177,0
0.136,-0.918376,0,0.918376,0
0.137,-0.918577,0,0.918577,0
0.138,-0.918779,0,0.918779,0
0.139,-0.918983,0,0.918983,0
0.14,-0.919188,0,0.919188,0
0.141,-0.919394,0,0.919394,0
0.142,-0.919603,0,0.919603,0
0.143,-0.919812,0,0.919812,0
0.144,-0.920023,0,0.920023,0
0.145,-0.920236,0,0.920236,0
0.146,-0.92045,0,0.92045,0
0.147,-0.920665,0,0.920665,0
0.148,-0.920882,0,0.920882,0
0.149,-0.921101,0,0.921101,0
0.15,-0.921321,0,0.921321,0
0.151,-0.921542,0,0.921542,0
0.152,-0.921765,0,0.921765,0
0.153,-0.92199,0,0.92199,0
0.154,-0.922216,0,0.922216,0
0.155,-0.922443,0,0.922443,0
0.156,-0.922672,0,0.922672,0
0.157,-0.922902,0,0.922902,0
0.158,-0.923134,0,0.923134,0
0.159,-0.923367,0,0.923367,0
0.16,-0.923602,0,0.923602,0
0.161,-0.923838,0,0.923838,0
0.162,-0.924076,0,0.924076,0
0.163,-0.924315,0,0.924315,0
0.164,-0.924556,0,0.924556,0
0.165,-0.924798,0,0.924798,0
0.166,-0.925042,0,0.925042,0
0.167,-0.925287,0,0.925287,0
0.168,-0.925534,0,0.925534,0
0.169,-0.925782,0,0.925782,0
0.17,-0.926031,0,0.926031,0
0.171,-0.926283,0,0.926283,0
0.172,-0.926535,0,0.926535,0
