lorentzForce,siteDistance,vAve,,
2.02,-0.4,0.0683506,,
2.02,-0.5,0.1101743,,
2.02,-0.6,0.1400264,,
2.02,-0.7,0.1206782,,
2.02,-0.8,0.0855264,,
2.02,-0.9,0.071914,,
2.02,-1,0.05829759,,
2.02,-1.1,0.051420856,,
2.02,-1.2,0.05153867,,
2.02,-1.3,0.051542515,,
2.02,-1.4,0.05118491,,
2.02,-1.5,0.05015687,,
2.02,-1.6,0.04886423,,
2.02,-1.7,0.04805688,,
2.02,-1.8,0.04677063,,
2.02,-1.9,0.04535892,,
2.02,-2,0.04442803,,
2.02,0,0.050048494,,
2.02,0.1,0.049945636,,
2.02,0.2,0.04054963,,
2.02,0.3,0.0162626,,
2.02,0.4,-0.015598,,
2.02,0.5,-0.1522147,,
2.02,0.6,-0.1830329,,
2.02,0.7,-0.0796833,,
2.02,0.8,-0.015164667,,
2.02,0.9,0.006747487,,
2.02,1,0.02504883,,
2.02,1.1,0.03349834,,
2.02,1.2,0.04358727,,
2.02,1.3,0.04740059,,
2.02,1.4,0.04717545,,
2.02,1.5,0.04697181,,
2.02,1.6,0.04711769,,
2.02,1.7,0.04800431,,
2.02,1.8,0.04954355,,
2.02,1.9,0.05091096,,
2.02,2,0.05152346,,
