lorentzForce,siteDistance,vAve
1.60,-0.10,0.0250365
1.60,-0.20,0.0250102
1.60,-0.30,0.0250005
1.60,-0.40,0.0250306
1.60,-0.50,0.0250018
1.60,-0.60,0.025003
1.60,-0.70,0.0249777
1.60,-0.80,0.0250515
1.60,-0.90,0.0252267
1.60,-1.00,0.0292944
1.60,-1.10,0.0355241
1.60,-1.20,0.0515059
1.60,-1.30,0.0752505
1.60,-1.40,0.0966125
1.60,-1.50,0.124486
1.60,-1.60,0.0280146
1.60,-1.70,0.0242251
1.60,-1.80,0.0101608
1.60,-1.90,0.00983881
1.60,-2.00,0.00203609
1.60,0.00,0.0250771
1.60,0.10,0.025025
1.60,0.20,0.0250513
1.60,0.30,0.0250534
1.60,0.40,0.0250108
1.60,0.50,0.0250563
1.60,0.60,0.0250497
1.60,0.70,0.0250047
1.60,0.80,-0.157501
1.60,0.90,-0.152442
1.60,1.00,-0.147447
1.60,1.10,-0.142491
1.60,1.20,-0.137481
1.60,1.30,-0.132435
1.60,1.40,-0.127426
1.60,1.50,-0.122504
1.60,1.60,-0.117467
1.60,1.70,-0.112505
1.60,1.80,-0.107468
1.60,1.90,-0.102417
1.60,2.00,-0.0975127
1.62,-0.10,0.0249916
1.62,-0.20,0.0250684
1.62,-0.30,0.0250582
1.62,-0.40,0.0249846
1.62,-0.50,0.0249841
1.62,-0.60,0.0250577
1.62,-0.70,0.0250557
1.62,-0.80,0.0282186
1.62,-0.90,0.0370934
1.62,-1.00,0.0530963
1.62,-1.10,0.0759368
1.62,-1.20,0.100528
1.62,-1.30,0.133215
1.62,-1.40,0.132526
1.62,-1.50,0.0250087
1.62,-1.60,0.0249975
1.62,-1.70,0.0178675
1.62,-1.80,0.016613
1.62,-1.90,0.00901222
1.62,-2.00,-0.104848
1.62,0.00,0.0250336
1.62,0.10,0.0250845
1.62,0.20,0.0250043
1.62,0.30,0.0250103
1.62,0.40,0.0250644
1.62,0.50,0.0250192
1.62,0.60,-0.167488
1.62,0.70,-0.162469
1.62,0.80,-0.157449
1.62,0.90,-0.152463
1.62,1.00,-0.147479
1.62,1.10,-0.142504
1.62,1.20,-0.137483
1.62,1.30,-0.13251
1.62,1.40,-0.127505
1.62,1.50,-0.122464
1.62,1.60,-0.11742
1.62,1.70,-0.112511
1.62,1.80,-0.107484
1.62,1.90,-0.102446
1.62,2.00,-0.097433
1.64,-0.10,0.0250522
1.64,-0.20,0.0250252
1.64,-0.30,0.0250083
1.64,-0.40,0.0249796
1.64,-0.50,0.0250149
1.64,-0.60,0.0281195
1.64,-0.70,0.0403307
1.64,-0.80,0.058742
1.64,-0.90,0.0810789
1.64,-1.00,0.101445
1.64,-1.10,0.126932
1.64,-1.20,0.142572
1.64,-1.30,0.0414207
1.64,-1.40,0.0249443
1.64,-1.50,0.0223414
1.64,-1.60,0.0226937
1.64,-1.70,0.0183199
1.64,-1.80,-0.0850589
1.64,-1.90,-0.0899083
1.64,-2.00,-0.0981315
1.64,0.00,0.0249853
1.64,0.10,0.0250364
1.64,0.20,0.0250618
1.64,0.30,0.0249852
1.64,0.40,0.0250246
1.64,0.50,-0.172432
1.64,0.60,-0.167445
1.64,0.70,-0.162479
1.64,0.80,-0.157498
1.64,0.90,-0.152464
1.64,1.00,-0.147509
1.64,1.10,-0.14251
1.64,1.20,-0.137445
1.64,1.30,-0.132438
1.64,1.40,-0.127478
1.64,1.50,-0.122456
1.64,1.60,-0.117462
1.64,1.70,-0.112421
1.64,1.80,-0.107497
1.64,1.90,-0.102497
1.64,2.00,-0.097456
1.66,-0.10,0.0250099
1.66,-0.20,0.0250797
1.66,-0.30,0.0250396
1.66,-0.40,0.0270346
1.66,-0.50,0.0443983
1.66,-0.60,0.0710027
1.66,-0.70,0.0931152
1.66,-0.80,0.108069
1.66,-0.90,0.127794
1.66,-1.00,0.152583
1.66,-1.10,0.147563
1.66,-1.20,0.0250281
1.66,-1.30,0.0249682
1.66,-1.40,0.0249745
1.66,-1.50,0.0217367
1.66,-1.60,0.00397525
1.66,-1.70,-0.0616503
1.66,-1.80,-0.0776368
1.66,-1.90,-0.088444
1.66,-2.00,-0.0861354
1.66,0.00,0.0250465
1.66,0.10,0.0249954
1.66,0.20,0.0250538
1.66,0.30,-0.182459
1.66,0.40,-0.17745
1.66,0.50,-0.172424
1.66,0.60,-0.167433
1.66,0.70,-0.162421
1.66,0.80,-0.157435
1.66,0.90,-0.152502
1.66,1.00,-0.14743
1.66,1.10,-0.142438
1.66,1.20,-0.137461
1.66,1.30,-0.132431
1.66,1.40,-0.127447
1.66,1.50,-0.122481
1.66,1.60,-0.117457
1.66,1.70,-0.112481
1.66,1.80,-0.10745
1.66,1.90,-0.102429
1.66,2.00,-0.0974338
1.68,-0.10,0.024987
1.68,-0.20,0.0261171
1.68,-0.30,0.053382
1.68,-0.40,0.0882323
1.68,-0.50,0.108779
1.68,-0.60,0.124582
1.68,-0.70,0.142553
1.68,-0.80,0.162526
1.68,-0.90,0.157536
1.68,-1.00,0.0250688
1.68,-1.10,0.0249842
1.68,-1.20,0.0249579
1.68,-1.30,0.0234841
1.68,-1.40,-0.00750324
1.68,-1.50,-0.0441213
1.68,-1.60,-0.0557758
1.68,-1.70,-0.0673455
1.68,-1.80,-0.0759595
1.68,-1.90,-0.0773527
1.68,-2.00,-0.0699974
1.68,0.00,0.0250056
1.68,0.10,-0.192458
1.68,0.20,-0.187435
1.68,0.30,-0.182436
1.68,0.40,-0.17745
1.68,0.50,-0.172462
1.68,0.60,-0.167496
1.68,0.70,-0.162514
1.68,0.80,-0.15742
1.68,0.90,-0.152478
1.68,1.00,-0.147462
1.68,1.10,-0.14247
1.68,1.20,-0.137422
1.68,1.30,-0.13246
1.68,1.40,-0.127422
1.68,1.50,-0.12248
1.68,1.60,-0.117467
1.68,1.70,-0.112427
1.68,1.80,-0.107451
1.68,1.90,-0.102497
1.68,2.00,-0.09745
1.70,-0.10,0.0250733
1.70,-0.20,0.105154
1.70,-0.30,0.129643
1.70,-0.40,0.147861
1.70,-0.50,0.169134
1.70,-0.60,0.172559
1.70,-0.70,0.167488
1.70,-0.80,0.162501
1.70,-0.90,0.0250635
1.70,-1.00,0.0250054
1.70,-1.10,0.0235614
1.70,-1.20,-0.0171287
1.70,-1.30,-0.0363937
1.70,-1.40,-0.0468685
1.70,-1.50,-0.0550063
1.70,-1.60,-0.0592
1.70,-1.70,-0.0637704
1.70,-1.80,-0.0667583
1.70,-1.90,-0.0625512
1.70,-2.00,-0.0546009
1.70,0.00,0.0250652
1.70,0.10,0.0249996
1.70,0.20,0.0250301
1.70,0.30,-0.18249
1.70,0.40,-0.177482
1.70,0.50,-0.172489
1.70,0.60,-0.167421
1.70,0.70,-0.162466
1.70,0.80,-0.157456
1.70,0.90,-0.152437
1.70,1.00,-0.147433
1.70,1.10,-0.1425
1.70,1.20,-0.137445
1.70,1.30,-0.132472
1.70,1.40,-0.127487
1.70,1.50,-0.122456
1.70,1.60,-0.117417
1.70,1.70,-0.112481
1.70,1.80,-0.107428
1.70,1.90,-0.102409
1.70,2.00,-0.0974967
1.72,-0.10,0.0250595
1.72,-0.20,0.0249899
1.72,-0.30,0.187577
1.72,-0.40,0.182509
1.72,-0.50,0.177574
1.72,-0.60,0.172552
1.72,-0.70,0.0250033
1.72,-0.80,0.0250087
1.72,-0.90,0.0249476
1.72,-1.00,-0.00591462
1.72,-1.10,-0.0456152
1.72,-1.20,-0.0508887
1.72,-1.30,-0.0535721
