lorentzForce,siteDistance,vAve
1.60,-0.10,0.024918
1.60,-0.20,0.0249176
1.60,-0.30,0.0249172
1.60,-0.40,0.0249168
1.60,-0.50,0.0249164
1.60,-0.60,0.024916
1.60,-0.70,0.0249154
1.60,-0.80,0.024915
1.60,-0.90,0.0249144
1.60,-1.00,0.0249139
1.60,-1.10,0.0249134
1.60,-1.20,0.0249128
1.60,-1.30,0.0249121
1.60,-1.40,0.0249114
1.60,-1.50,0.0249106
1.60,-1.60,0.0249098
1.60,-1.70,0.0249089
1.60,-1.80,0.0249081
1.60,-1.90,0.0249091
1.60,-2.00,0.024906
1.60,0.00,0.0249184
1.60,0.10,0.0249188
1.60,0.20,0.0249192
1.60,0.30,0.0249196
1.60,0.40,0.02492
1.60,0.50,0.0249204
1.60,0.60,0.0249208
1.60,0.70,0.0249212
1.60,0.80,0.0249217
1.60,0.90,0.0249222
1.60,1.00,0.0249227
1.60,1.10,0.0249232
1.60,1.20,0.0249237
1.60,1.30,0.0249243
1.60,1.40,0.0249249
1.60,1.50,0.0249256
1.60,1.60,0.0249263
1.60,1.70,0.024927
1.60,1.80,0.0249277
1.60,1.90,0.0249285
1.60,2.00,0.0249294
1.62,-0.10,0.0249169
1.62,-0.20,0.0249165
1.62,-0.30,0.0249162
1.62,-0.40,0.0249157
1.62,-0.50,0.0249153
1.62,-0.60,0.0249148
1.62,-0.70,0.0249144
1.62,-0.80,0.0249139
1.62,-0.90,0.0249134
1.62,-1.00,0.0249129
1.62,-1.10,0.0249123
1.62,-1.20,0.0249116
1.62,-1.30,0.024911
1.62,-1.40,0.0249103
1.62,-1.50,0.0249095
1.62,-1.60,0.0249087
1.62,-1.70,0.0249096
1.62,-1.80,0.0249069
1.62,-1.90,0.0249058
1.62,-2.00,0.0249047
1.62,0.00,0.0249173
1.62,0.10,0.0249177
1.62,0.20,0.0249181
1.62,0.30,0.0249185
1.62,0.40,0.0249189
1.62,0.50,0.0249194
1.62,0.60,0.0249197
1.62,0.70,0.0249202
1.62,0.80,0.0249206
1.62,0.90,0.0249211
1.62,1.00,0.0249216
1.62,1.10,0.0249222
1.62,1.20,0.0249227
1.62,1.30,0.0249233
1.62,1.40,0.0249239
1.62,1.50,0.0249245
1.62,1.60,0.0249252
1.62,1.70,0.0249259
1.62,1.80,0.0249267
1.62,1.90,0.0249275
1.62,2.00,0.0249284
1.64,-0.10,0.0249159
1.64,-0.20,0.0249155
1.64,-0.30,0.0249151
1.64,-0.40,0.0249147
1.64,-0.50,0.0249143
1.64,-0.60,0.0249138
1.64,-0.70,0.0249133
1.64,-0.80,0.0249128
1.64,-0.90,0.0249123
1.64,-1.00,0.0249118
1.64,-1.10,0.0249112
1.64,-1.20,0.0249106
1.64,-1.30,0.0249099
1.64,-1.40,0.0249091
1.64,-1.50,0.02491
1.64,-1.60,0.0249093
1.64,-1.70,0.0249066
1.64,-1.80,0.0249057
1.64,-1.90,0.0249046
1.64,-2.00,0.0249035
1.64,0.00,0.0249163
1.64,0.10,0.0249167
1.64,0.20,0.0249171
1.64,0.30,0.0249175
1.64,0.40,0.0249179
1.64,0.50,0.0249183
1.64,0.60,0.0249187
1.64,0.70,0.0249191
1.64,0.80,0.0249196
1.64,0.90,0.0249201
1.64,1.00,0.0249205
1.64,1.10,0.0249211
1.64,1.20,0.0249216
1.64,1.30,0.0249222
1.64,1.40,0.0249228
1.64,1.50,0.0249235
1.64,1.60,0.0249241
1.64,1.70,0.0249249
1.64,1.80,0.0249257
1.64,1.90,0.0249264
1.64,2.00,0.0249274
1.66,-0.10,0.0249148
1.66,-0.20,0.0249144
1.66,-0.30,0.024914
1.66,-0.40,0.0249136
1.66,-0.50,0.0249131
1.66,-0.60,0.0249127
1.66,-0.70,0.0249122
1.66,-0.80,0.0249117
1.66,-0.90,0.0249112
1.66,-1.00,0.0249107
1.66,-1.10,0.02491
1.66,-1.20,0.0249107
1.66,-1.30,0.0249101
1.66,-1.40,0.0249095
1.66,-1.50,0.0249073
1.66,-1.60,0.0249064
1.66,-1.70,0.0249054
1.66,-1.80,0.0249045
1.66,-1.90,0.0249034
1.66,-2.00,0.0249022
1.66,0.00,0.0249152
1.66,0.10,0.0249156
1.66,0.20,0.0249161
1.66,0.30,0.0249165
1.66,0.40,0.0249168
1.66,0.50,0.0249172
1.66,0.60,0.0249176
1.66,0.70,0.0249181
1.66,0.80,0.0249186
1.66,0.90,0.024919
1.66,1.00,0.0249195
1.66,1.10,0.0249201
1.66,1.20,0.0249206
1.66,1.30,0.0249211
1.66,1.40,0.0249217
1.66,1.50,0.0249224
1.66,1.60,0.0249231
1.66,1.70,0.0249238
1.66,1.80,0.0249246
1.66,1.90,0.0249255
1.66,2.00,0.0249263
1.68,-0.10,0.0249137
1.68,-0.20,0.0249133
1.68,-0.30,0.0249129
1.68,-0.40,0.0249126
1.68,-0.50,0.0249121
1.68,-0.60,0.0249116
1.68,-0.70,0.0249111
1.68,-0.80,0.0249106
1.68,-0.90,0.0249101
1.68,-1.00,0.0249096
1.68,-1.10,0.024909
1.68,-1.20,0.0249083
1.68,-1.30,0.0249076
1.68,-1.40,0.0249069
1.68,-1.50,0.0249061
1.68,-1.60,0.0249052
