lorentzForce,siteDistance,vAve
1.6,-0.1,3.55E-05
1.6,-0.2,3.96E-05
1.6,-0.3,1.90E-05
1.6,-0.4,-6.80E-06
1.6,-0.5,-3.56E-05
1.6,-0.6,3.61E-05
1.6,-0.7,4.00E-07
1.6,-0.8,-5.76E-05
1.6,-0.9,3.87E-05
1.6,-1,-3.31E-05
1.6,-1.1,-4.70E-06
1.6,-1.2,-2.43E-05
1.6,-1.3,-2.49E-05
1.6,-1.4,-6.19E-05
1.6,-1.5,3.49E-05
1.6,-1.6,-5.96E-05
1.6,-1.7,-5.62E-05
1.6,-1.8,5.00E-06
1.6,-1.9,6.52E-05
1.6,-2,-8.10E-06
1.6,0,-1.12E-05
1.6,0.1,-3.05E-05
1.6,0.2,-6.89E-05
1.6,0.3,-6.33E-05
1.6,0.4,1.53E-05
1.6,0.5,-8.77E-05
1.6,0.6,4.40E-05
1.6,0.7,2.09E-05
1.6,0.8,3.93E-05
1.6,0.9,9.08E-05
1.6,1,-5.03E-05
1.6,1.1,-2.56E-05
1.6,1.2,-6.55E-05
1.6,1.3,-2.87E-05
1.6,1.4,3.15E-05
1.6,1.5,-4.98E-05
1.6,1.6,6.58E-05
1.6,1.7,-7.80E-06
1.6,1.8,2.52E-05
1.6,1.9,9.09E-05
1.6,2,2.85E-05
1.62,-0.1,3.15E-05
1.62,-0.2,3.49E-05
1.62,-0.3,1.37E-05
1.62,-0.4,-1.29E-05
1.62,-0.5,-4.25E-05
1.62,-0.6,2.83E-05
1.62,-0.7,-8.30E-06
1.62,-0.8,2.88E-05
1.62,-0.9,-6.78E-05
1.62,-1,5.39E-05
1.62,-1.1,-1.88E-05
1.62,-1.2,-3.96E-05
1.62,-1.3,-4.26E-05
1.62,-1.4,1.85E-05
1.62,-1.5,1.30E-05
1.62,-1.6,1.61E-05
1.62,-1.7,1.59E-05
1.62,-1.8,-2.63E-05
1.62,-1.9,-6.84E-05
1.62,-2,-4.53E-05
1.62,0,8.56E-05
1.62,0.1,6.68E-05
1.62,0.2,2.90E-05
1.62,0.3,-6.51E-05
1.62,0.4,1.44E-05
1.62,0.5,1.19E-05
1.62,0.6,4.39E-05
1.62,0.7,2.13E-05
1.62,0.8,4.23E-05
1.62,0.9,-1.01E-05
1.62,1,-4.80E-05
1.62,1.1,-2.26E-05
1.62,1.2,-6.32E-05
1.62,1.3,7.44E-05
1.62,1.4,-6.51E-05
1.62,1.5,5.43E-05
1.62,1.6,-3.01E-05
1.62,1.7,-3.10E-06
1.62,1.8,2.93E-05
1.62,1.9,-5.20E-06
1.62,2,3.34E-05
1.64,-0.1,2.78E-05
1.64,-0.2,3.03E-05
1.64,-0.3,8.50E-06
1.64,-0.4,-2.06E-05
1.64,-0.5,-4.91E-05
1.64,-0.6,-7.94E-05
1.64,-0.7,-1.69E-05
1.64,-0.8,1.89E-05
1.64,-0.9,-7.90E-05
1.64,-1,4.21E-05
1.64,-1.1,6.76E-05
1.64,-1.2,4.45E-05
1.64,-1.3,-6.41E-05
1.64,-1.4,-4.00E-07
1.64,-1.5,-8.10E-06
1.64,-1.6,-1.36E-05
1.64,-1.7,-1.17E-05
1.64,-1.8,4.45E-05
1.64,-1.9,-1.10E-06
1.64,-2,-6.10E-06
1.64,0,-1.78E-05
1.64,0.1,6.39E-05
1.64,0.2,2.69E-05
1.64,0.3,0.0000333
1.64,0.4,1.69E-05
1.64,0.5,1.12E-05
1.64,0.6,4.39E-05
1.64,0.7,2.16E-05
1.64,0.8,4.37E-05
1.64,0.9,-8.20E-06
1.64,1,-4.63E-05
1.64,1.1,7.93E-05
1.64,1.2,3.94E-05
1.64,1.3,-2.11E-05
