time,x,y,x,y,x,y,x,y,x,y,x,y
0.046,-1.21544e-05,-0.00212691,-1.21544e-05,-0.00212691,1.21544e-05,-0.00212691,-1.21544e-05,0.00212691,1.21544e-05,0.00212691,1.21544e-05,0.00212691
0.047,1.21772e-05,-0.00217259,1.21772e-05,-0.00217259,-1.21772e-05,-0.00217259,1.21772e-05,0.00217259,-1.21772e-05,0.00217259,-1.21772e-05,0.00217259
0.048,1.21772e-05,-0.00221822,1.21772e-05,-0.00221822,-1.21773e-05,-0.00221822,1.21773e-05,0.00221822,-1.21772e-05,0.00221822,-1.21772e-05,0.00221822
0.049,-1.21543e-05,-0.00226381,-1.21543e-05,-0.00226381,1.21543e-05,-0.00226381,-1.21543e-05,0.00226381,1.21543e-05,0.00226381,1.21543e-05,0.00226381
0.05,-1.21544e-05,-0.00230936,-1.21544e-05,-0.00230936,1.21544e-05,-0.00230936,-1.21544e-05,0.00230936,1.21544e-05,0.00230936,1.21544e-05,0.00230936
0.051,1.21771e-05,-0.00235486,1.21771e-05,-0.00235486,-1.21771e-05,-0.00235486,1.21771e-05,0.00235486,-1.21771e-05,0.00235486,-1.21771e-05,0.00235486
0.052,1.21771e-05,-0.00240031,1.21771e-05,-0.00240031,-1.21771e-05,-0.00240031,1.21771e-05,0.00240031,-1.21771e-05,0.00240031,-1.21771e-05,0.00240031
0.053,-1.21543e-05,-0.00244572,-1.21543e-05,-0.00244572,1.21543e-05,-0.00244572,-1.21543e-05,0.00244572,1.21543e-05,0.00244572,1.21543e-05,0.00244572
0.054,-1.21543e-05,-0.00249109,-1.21543e-05,-0.00249109,1.21543e-05,-0.00249109,-1.21543e-05,0.00249109,1.21543e-05,0.00249109,1.21543e-05,0.00249109
0.055,1.21769e-05,-0.00253641,1.21769e-05,-0.00253641,-1.21769e-05,-0.00253641,1.21769e-05,0.00253641,-1.21769e-05,0.00253641,-1.21769e-05,0.00253641
0.056,1.21769e-05,-0.00258169,1.21769e-05,-0.00258169,-1.21769e-05,-0.00258169,1.21769e-05,0.00258169,-1.21769e-05,0.00258169,-1.21769e-05,0.00258169
0.057,-1.21542e-05,-0.00262692,-1.21542e-05,-0.00262692,1.21542e-05,-0.00262692,-1.21542e-05,0.00262692,1.21542e-05,0.00262692,1.21542e-05,0.00262692
0.058,-1.21543e-05,-0.00267211,-1.21543e-05,-0.00267211,1.21542e-05,-0.00267211,-1.21542e-05,0.00267211,1.21543e-05,0.00267211,1.21543e-05,0.00267211
0.059,1.21767e-05,-0.00271725,1.21767e-05,-0.00271725,-1.21767e-05,-0.00271725,1.21767e-05,0.00271725,-1.21767e-05,0.00271725,-1.21767e-05,0.00271725
